Genotype,Model,Estimate,Std. Error,t value,Pr(>|t|),VolumetricComponent,Significance,SigPos,adjusted_p
Genotype16pDuplication...4,model2,-0.07112069,0.089510166,-0.794554327,0.4280646388706455,L.ctx_fusiform, ,-0.260630856,0.5390443600593314
Genotype16pDeletion...5,model3,0.3669617443761804,0.10937981121864826,3.354931228054787,9.968165842804619e-4,L.ctx_fusiform,***,0.5763415555948287,0.006489912
Genotype16pDuplication...6,model3,-0.107445334,0.092650284,-1.159687041,0.24794812160287533,L.ctx_fusiform, ,-0.300095618,0.3851376914237556
Genotype16pDeletion...7,model4,0.40010208874807457,0.10398591370464096,3.847656615149959,1.7270046356288529e-4,L.ctx_fusiform,***,0.6040880024527155,0.001201053
Genotype16pDuplication...8,model4,-0.068193655,0.089049814,-0.765792219,0.4449424373219302,L.ctx_fusiform, ,-0.257243469,0.5560666001875959
Genotype16pDeletion...1,model1,0.1405805216856742,0.19376167231236552,0.7255331769589739,0.46919151733320563,L.ctx_inferiorparietal, ,0.43434219399803975,0.47383697790086116
Genotype16pDuplication...2,model1,-0.471040452,0.17463691719906071,-2.697255881,0.007745448,L.ctx_inferiorparietal,**,-0.745677369,0.010349812230697137
Genotype16pDeletion...3,model2,-0.707510562,0.15101238994265787,-4.685115983,5.996518256194694e-6,L.ctx_inferiorparietal,***,-0.958522952,6.327360642743366e-5
Genotype16pDuplication...4,model2,-0.032130474,0.12711291760449106,-0.252771113,0.8007736489259072,L.ctx_inferiorparietal, ,-0.259243391,0.8567718061934532
Genotype16pDeletion...5,model3,-0.683100652,0.1559572531958894,-4.380050549,2.167186743971551e-5,L.ctx_inferiorparietal,***,-0.939057906,2.009573162591802e-4
Genotype16pDuplication...6,model3,-0.006623309,0.1321037551005653,-0.050137173,0.960077214,L.ctx_inferiorparietal, ,-0.238727064,0.9713737079347398
Genotype16pDeletion...7,model4,-0.72732525,0.15153093140803012,-4.799846756,3.652716624358231e-6,L.ctx_inferiorparietal,***,-0.978856181,4.470925148214475e-5
Genotype16pDuplication...8,model4,0.011628342587954508,0.12976566577225723,0.089610318,0.928710376,L.ctx_inferiorparietal, ,0.24139400836021174,0.9536421981902433
Genotype16pDeletion...1,model1,0.3436761908629523,0.18456078414101407,1.8621300969352501,0.064430202,L.ctx_inferiortemporal, ,0.6282369750039664,0.071954897
Genotype16pDuplication...2,model1,-0.307751907,0.16634417939099846,-1.850091227,0.066156358,L.ctx_inferiortemporal, ,-0.574096086,0.073613983
Genotype16pDeletion...3,model2,-0.509581247,0.13485114135956672,-3.77884267,2.228476188295311e-4,L.ctx_inferiortemporal,***,-0.744432388,0.001515364
Genotype16pDuplication...4,model2,0.13383179877786175,0.1135093751381529,1.1790374021086303,0.2401557137384699,L.ctx_inferiortemporal, ,0.34734117391601466,0.36561019106453624
Genotype16pDeletion...5,model3,-0.440422298,0.1378041124610666,-3.196002571,0.001686863,L.ctx_inferiortemporal,**,-0.67822641,0.009055793
Genotype16pDuplication...6,model3,0.19784022932850578,0.11672711817732451,1.694895174469735,0.092090511,L.ctx_inferiortemporal, ,0.41456734750583024,0.18065202628994653
Genotype16pDeletion...7,model4,-0.499671109,0.1335982617809189,-3.740101874,2.568602829231736e-4,L.ctx_inferiortemporal,***,-0.733269371,0.001604066
Genotype16pDuplication...8,model4,0.14647940035470283,0.1144087693840872,1.2803161955439777,0.2023103925038507,L.ctx_inferiortemporal, ,0.36088817,0.3191081448772078
Genotype16pDeletion...1,model1,1.4176441354085614,0.15143244004008133,9.361561730322364,7.288883498060227e-17,L.ctx_isthmuscingulate,***,1.6690765754486427,5.424508390938572e-15
Genotype16pDuplication...2,model1,-0.432638016,0.13648568458832241,-3.169841711,0.00182994,L.ctx_isthmuscingulate,**,-0.669123701,0.002679243
Genotype16pDeletion...3,model2,0.6944006106512562,0.10558829525263838,6.576492299546857,6.685266525827103e-10,L.ctx_isthmuscingulate,***,0.8999889059038946,4.091383113806187e-8
Genotype16pDuplication...4,model2,-0.058340012,0.088877716,-0.656407644,0.5125167236530694,L.ctx_isthmuscingulate, ,-0.247217728,0.6296732369699352
Genotype16pDeletion...5,model3,0.5613011988591111,0.098909352,5.674905236573207,6.579229818460085e-8,L.ctx_isthmuscingulate,***,0.7602105507266417,2.013244324448786e-6
Genotype16pDuplication...6,model3,-0.177491497,0.08378127,-2.118510451,0.035716015,L.ctx_isthmuscingulate,*,-0.361272767,0.089582792
Genotype16pDeletion...7,model4,0.685735732,0.10167435150392222,6.744431820188741,2.739869537823407e-10,L.ctx_isthmuscingulate,***,0.8874100830840302,1.676800157147925e-8
Genotype16pDuplication...8,model4,-0.093400095,0.087070275,-1.072697827,0.2850423709586231,L.ctx_isthmuscingulate, ,-0.28047037,0.4086739910764028
Genotype16pDeletion...1,model1,1.1788467752605265,0.15550442741782997,7.580792359648027,2.6827280702627135e-12,L.ctx_lateraloccipital,***,1.4343512026783565,3.569194736958219e-11
Genotype16pDuplication...2,model1,-0.813751108,0.1401557567653271,-5.806048402,3.3757088424245356e-8,L.ctx_lateraloccipital,***,-1.053906864,1.5651013723968302e-7
Genotype16pDeletion...3,model2,0.596878181,0.13720094964447832,4.3503939493577946,2.4287331644937895e-5,L.ctx_lateraloccipital,***,0.8340791308239602,2.1858598480444105e-4
Genotype16pDuplication...4,model2,-0.512566685,0.11548729885037105,-4.438294865,1.6938603235615488e-5,L.ctx_lateraloccipital,***,-0.728053984,1.619753934405731e-4
Genotype16pDeletion...5,model3,0.6632125400539656,0.14029666335533714,4.727215346342275,5.0504720205364775e-6,L.ctx_lateraloccipital,***,0.9035092034093027,7.002601312237977e-5
Genotype16pDuplication...6,model3,-0.452923069,0.11883843602990828,-3.811250667,1.985764431780291e-4,L.ctx_lateraloccipital,***,-0.671761505,0.001482058
Genotype16pDeletion...7,model4,0.5562281653368475,0.1332028759552597,4.175796966453441,4.894155553878215e-5,L.ctx_lateraloccipital,***,0.7894310412921072,3.840029742273676e-4
Genotype16pDuplication...8,model4,-0.519161569,0.11407017511540007,-4.551247238,1.0582423961612136e-5,L.ctx_lateraloccipital,***,-0.733231745,1.1166281835356253e-4
Genotype16pDeletion...1,model1,1.057468763552571,0.15517470647282872,6.814698010965692,1.8503533427294926e-10,L.ctx_lateralorbitofrontal,***,1.31264347,1.4900213759874334e-9
Genotype16pDuplication...2,model1,-0.635629348,0.13985858009109736,-4.54480052,1.0829815328637393e-5,L.ctx_lateralorbitofrontal,***,-0.875487928,2.761602908802535e-5
Genotype16pDeletion...3,model2,0.24827050387738378,0.090570088,2.741197557,0.0068273,L.ctx_lateralorbitofrontal,**,0.4388405918617242,0.021762018379583255
Genotype16pDuplication...4,model2,-0.216847453,0.076236315,-2.844411527,0.005038653,L.ctx_lateralorbitofrontal,**,-0.393083768,0.018296392
Genotype16pDeletion...5,model3,0.23436984851383902,0.093717442,2.500813551402292,0.013423671,L.ctx_lateralorbitofrontal,*,0.42808729033688886,0.044168207266097534
Genotype16pDuplication...6,model3,-0.230331233,0.079383458,-2.901501647,0.004251191,L.ctx_lateralorbitofrontal,**,-0.40971469,0.018583779
Genotype16pDeletion...7,model4,0.23072272994622423,0.089110198,2.5891843432876294,0.010518635317789756,L.ctx_lateralorbitofrontal,*,0.4198329281228681,0.031249538
Genotype16pDuplication...8,model4,-0.251632716,0.076310784,-3.297472552,0.001205127,L.ctx_lateralorbitofrontal,**,-0.4279435,0.005998698
Genotype16pDeletion...1,model1,1.3267310017252694,0.15669306059549626,8.467069293,1.5799543353715363e-14,L.ctx_lingual,***,1.5834240623207658,3.4533287615977866e-13
Genotype16pDuplication...2,model1,-0.485526241,0.14122706891571732,-3.437912044,7.484137903285935e-4,L.ctx_lingual,***,-0.72675331,0.001199029
Genotype16pDeletion...3,model2,0.6061566455836488,0.11529211426545498,5.257572466647632,4.6731747770663426e-7,L.ctx_lingual,***,0.8214487598491037,8.93744676113938e-6
Genotype16pDuplication...4,model2,-0.112609604,0.097045792,-1.160375956,0.24764608719648828,L.ctx_lingual, ,-0.309655396,0.3704495715466215
Genotype16pDeletion...5,model3,0.5964308655576459,0.11912755928695604,5.006657310261477,1.4814285543339116e-6,L.ctx_lingual,***,0.815558425,2.4123337087613234e-5
Genotype16pDuplication...6,model3,-0.119133577,0.1009071241977151,-1.180626021,0.23954830326064228,L.ctx_lingual, ,-0.320040701,0.3759065681936233
Genotype16pDeletion...7,model4,0.5584643939517742,0.1146548310393864,4.870831772975442,2.6770934961137907e-6,L.ctx_lingual,***,0.7731192249911606,3.413294207545083e-5
Genotype16pDuplication...8,model4,-0.113887413,0.098186293,-1.15991152,0.2478345858718292,L.ctx_lingual, ,-0.312073706,0.36636417041922575
Genotype16pDeletion...1,model1,1.2154729997568134,0.1637052711961291,7.424763972936468,6.462815199681675e-12,L.ctx_medialorbitofrontal,***,1.4791782709529426,7.606236350394588e-11
Genotype16pDuplication...2,model1,-0.482265075,0.14754715702927837,-3.268548747,0.001324895,L.ctx_medialorbitofrontal,**,-0.729812232,0.001987343
Genotype16pDeletion...3,model2,0.33226630467871654,0.086182081,3.855398942047201,1.677823051757205e-4,L.ctx_medialorbitofrontal,***,0.5184483858778893,0.001222414
Genotype16pDuplication...4,model2,-0.025181822,0.072542761,-0.347130736,0.7289550385481345,L.ctx_medialorbitofrontal, ,-0.197724584,0.8111281519844696
Genotype16pDeletion...5,model3,0.2435141927306346,0.084131436,2.8944494877223392,0.004342797,L.ctx_medialorbitofrontal,**,0.42764562904126013,0.018716842320087256
Genotype16pDuplication...6,model3,-0.108278073,0.071263621,-1.519401777,0.1306855331264502,L.ctx_medialorbitofrontal, ,-0.279541695,0.23385832243680563
Genotype16pDeletion...7,model4,0.368308355,0.08534372,4.315588233678005,2.7973190992888878e-5,L.ctx_medialorbitofrontal,***,0.5536520751029217,2.3777212343955545e-4
Genotype16pDuplication...8,model4,-0.043144244,0.073085307,-0.590327194,0.5558146909494313,L.ctx_medialorbitofrontal, ,-0.216229552,0.6643722477754921
Genotype16pDeletion...1,model1,0.8544701848406986,0.17694240423669177,4.8290865523545925,3.199340854199631e-6,L.ctx_middletemporal,***,1.1314125890773905,9.32379334652464e-6
Genotype16pDuplication...2,model1,-0.270115476,0.15947775237958575,-1.693750207,0.092270826,L.ctx_middletemporal, ,-0.529593228,0.10012366237214369
Genotype16pDeletion...3,model2,-0.037648687,0.11184283618094708,-0.336621351,0.7368490405074002,L.ctx_middletemporal, ,-0.249491523,0.8169413275190741
Genotype16pDuplication...4,model2,0.191580068,0.094142403,2.035002962544959,0.043522072726987854,L.ctx_middletemporal,*,0.3857224709639643,0.095811182
Genotype16pDeletion...5,model3,-0.022637997,0.11408075915632003,-0.198438349,0.8429604863468303,L.ctx_middletemporal, ,-0.236718757,0.8894686511107934
Genotype16pDuplication...6,model3,0.21123937175065527,0.096632227,2.186013700014747,0.030305083080162665,L.ctx_middletemporal,*,0.4078715985977378,0.077927356
Genotype16pDeletion...7,model4,-0.059515782,0.11045300838021183,-0.538833506,0.5907601310490482,L.ctx_middletemporal, ,-0.26996879,0.6926153260575048
Genotype16pDuplication...8,model4,0.20330424396136532,0.094588003,2.149366071,0.033127623,L.ctx_middletemporal,*,0.3978922467923658,0.073456904
Genotype16pDeletion...1,model1,0.9410087344980503,0.14893646969992352,6.3181887981767675,2.54312785672665e-9,L.ctx_parahippocampal,***,1.189945204197974,1.3417191795833703e-8
Genotype16pDuplication...2,model1,-0.551805475,0.13423607267888996,-4.110709319,6.304357838778896e-5,L.ctx_parahippocampal,***,-0.786041548,1.2775718534214188e-4
Genotype16pDeletion...3,model2,0.26238550387439075,0.11087461579045439,2.366506544385974,0.019168832398193256,L.ctx_parahippocampal,*,0.47326011966484516,0.050566058
Genotype16pDuplication...4,model2,-0.200599675,0.093327414,-2.149418542,0.033123396,L.ctx_parahippocampal,*,-0.393927089,0.076208715
Genotype16pDeletion...5,model3,0.3021188525651739,0.11411797907923817,2.647425541556399,0.00894329,L.ctx_parahippocampal,**,0.516236832,0.032215559453234344
Genotype16pDuplication...6,model3,-0.1635323,0.096663754,-1.691764425,0.092687478,L.ctx_parahippocampal, ,-0.360196054,0.18065202628994653
Genotype16pDeletion...7,model4,0.2785253264094501,0.10621211621767485,2.6223498441423625,0.00958693,L.ctx_parahippocampal,**,0.4847374426271249,0.029336006036086614
Genotype16pDuplication...8,model4,-0.177446035,0.090956255,-1.950894264,0.052838729,L.ctx_parahippocampal, ,-0.36840229,0.10851443665113594
Genotype16pDeletion...1,model1,0.9879815743276447,0.1839485430132296,5.370967109299631,2.7365641576735843e-7,L.ctx_paracentral,***,1.2719301173408744,1.0089019665639962e-6
Genotype16pDuplication...2,model1,-0.22442552,0.16579236797307062,-1.353654111,0.1777678676877169,L.ctx_paracentral, ,-0.490217888,0.18502369902190943
Genotype16pDeletion...3,model2,0.14843621052076944,0.13665593635551032,1.0862038962918723,0.2790431850459197,L.ctx_paracentral, ,0.3850921468762798,0.4000747564000818
Genotype16pDuplication...4,model2,0.21006181771138194,0.11502854027221567,1.8261712894405988,0.069712134,L.ctx_paracentral, ,0.4250903579835976,0.14127094759087516
Genotype16pDeletion...5,model3,0.1040464615318746,0.1400049721989192,0.7431626169965256,0.45850094456803714,L.ctx_paracentral, ,0.34405143373079383,0.5821630250531924
Genotype16pDuplication...6,model3,0.1733990523911416,0.11859135872954035,1.462155879220473,0.14571009675700777,L.ctx_paracentral, ,0.3919904111206819,0.25333687277070666
Genotype16pDeletion...7,model4,0.10307275836154839,0.13290895743551173,0.7755140086142045,0.43919518317818984,L.ctx_paracentral, ,0.33598171579706015,0.5553459754236615
Genotype16pDuplication...8,model4,0.216413798,0.11381847381558302,1.9013943019311643,0.059070694760904284,L.ctx_paracentral, ,0.430232271,0.11661698449572071
Genotype16pDeletion...1,model1,0.848360493,0.18206609247527586,4.659629266907396,6.658317827402151e-6,L.ctx_parsopercularis,***,1.130426585,1.8522229592591436e-5
Genotype16pDuplication...2,model1,-0.51552755,0.16409571994766559,-3.141627033,0.002004194,L.ctx_parsopercularis,**,-0.77962327,0.002906557
Genotype16pDeletion...3,model2,0.057450249,0.14300529212679888,0.4017351270975968,0.6884218461869973,L.ctx_parsopercularis, ,0.3004555413349874,0.7716376737480629
Genotype16pDuplication...4,model2,-0.106210196,0.12037303642451064,-0.882342087,0.37893225441790834,L.ctx_parsopercularis, ,-0.326583233,0.49979857694775837
Genotype16pDeletion...5,model3,0.032921196970294546,0.14747474010607173,0.22323278513063227,0.8236463811960895,L.ctx_parsopercularis, ,0.2803959370763663,0.8843361145473803
Genotype16pDuplication...6,model3,-0.125408812,0.12491863347978935,-1.003923979,0.31696992168862026,L.ctx_parsopercularis, ,-0.350327445,0.46187045731770376
Genotype16pDeletion...7,model4,0.037897775,0.14335233971536648,0.26436802647932206,0.7918408787563865,L.ctx_parsopercularis, ,0.28125011485711127,0.8442624003465306
Genotype16pDuplication...8,model4,-0.110424437,0.12276181259049224,-0.899501522,0.36975443779621553,L.ctx_parsopercularis, ,-0.33318625,0.4937410256340093
Genotype16pDeletion...1,model1,1.0035826072172616,0.1677430494641775,5.982856579888172,1.4024612229018355e-8,L.ctx_parsorbitalis,***,1.271325656681439,6.811954511237486e-8
Genotype16pDuplication...2,model1,-0.43061087,0.1511863966201122,-2.84821174,0.004978028,L.ctx_parsorbitalis,**,-0.681797266,0.006800342
Genotype16pDeletion...3,model2,0.26115186232837306,0.12918346665360558,2.021557936888545,0.04490994,L.ctx_parsorbitalis,*,0.4903353289819786,0.098160298
Genotype16pDuplication...4,model2,-0.046382963,0.1087386760704707,-0.426554417,0.6702845142084555,L.ctx_parsorbitalis, ,-0.255121639,0.7596557827695829
Genotype16pDeletion...5,model3,0.19985931469717705,0.12955277686667532,1.5426864597650054,0.12493297068528433,L.ctx_parsorbitalis, ,0.4294120915638524,0.2248793472335118
Genotype16pDuplication...6,model3,-0.09534597,0.1097378156968242,-0.868852445,0.38626259867622204,L.ctx_parsorbitalis, ,-0.305083785,0.5229927221014334
Genotype16pDeletion...7,model4,0.2268551492656618,0.13180600385648988,1.721129103592741,0.087184817,L.ctx_parsorbitalis, ,0.4586611531221517,0.1616882065955595
Genotype16pDuplication...8,model4,-0.073885575,0.11287394384953756,-0.654584864,0.513686819,L.ctx_parsorbitalis, ,-0.286759519,0.6237625656686426
Genotype16pDeletion...1,model1,1.0142423630169022,0.15846953554996165,6.400235600470577,1.6614942080433652e-9,L.ctx_parstriangularis,***,1.272711898566864,8.929333255068385e-9
Genotype16pDuplication...2,model1,-0.653260167,0.14282820140919125,-4.573747768,9.58754952160179e-6,L.ctx_parstriangularis,***,-0.896088369,2.5548831869504013e-5
Genotype16pDeletion...3,model2,0.40467967076043165,0.13744159436875364,2.9443755554427176,0.003724825,L.ctx_parstriangularis,**,0.6421212651291853,0.015197285
Genotype16pDuplication...4,model2,-0.337795056,0.11568985873979722,-2.919832904,0.004014492,L.ctx_parstriangularis,**,-0.553484915,0.015402008499630863
Genotype16pDeletion...5,model3,0.2743378516023559,0.13402378437380594,2.0469340787841044,0.042342588,L.ctx_parstriangularis,*,0.5083616359761618,0.10070930932803673
Genotype16pDuplication...6,model3,-0.45255606,0.11352498730103874,-3.986400446,1.027751709752666e-4,L.ctx_parstriangularis,***,-0.666081047,8.276105873271468e-4
Genotype16pDeletion...7,model4,0.3535501271126065,0.1411050156836921,2.505581572700022,0.013237902240464032,L.ctx_parstriangularis,*,0.5946551427962986,0.037651872
Genotype16pDuplication...8,model4,-0.432745137,0.12083728473029612,-3.581221958,4.5478692461973456e-4,L.ctx_parstriangularis,***,-0.653582422,0.002728722
Genotype16pDeletion...1,model1,0.600848568,0.17581450829941342,3.4175141413937657,8.026122059583969e-4,L.ctx_pericalcarine,***,0.8766630766748503,0.001265976
Genotype16pDuplication...2,model1,-0.852699163,0.15846118255410402,-5.381123311,2.609122977344107e-7,L.ctx_pericalcarine,***,-1.111160346,9.73648330569874e-7
Genotype16pDeletion...3,model2,0.12162086061457619,0.1755287605927595,0.6928828085144756,0.4894002874613006,L.ctx_pericalcarine, ,0.39714962120733566,0.6063015707010444
Genotype16pDuplication...4,model2,-0.604685917,0.14774928660435166,-4.092648641,6.783815371705369e-5,L.ctx_pericalcarine,***,-0.852435204,5.063042692053276e-4
Genotype16pDeletion...5,model3,0.23265705140433504,0.17791108294319813,1.3077153348485644,0.19289376707306674,L.ctx_pericalcarine, ,0.5105681343475331,0.31564434611956377
Genotype16pDuplication...6,model3,-0.503883142,0.15069976964318624,-3.343622512,0.001035481,L.ctx_pericalcarine,**,-0.754582912,0.006601192
Genotype16pDeletion...7,model4,0.12219655060418602,0.17238152463916312,0.7088726640512863,0.4794481273044936,L.ctx_pericalcarine, ,0.3945780752433491,0.5915771248192542
Genotype16pDuplication...8,model4,-0.562425652,0.14762136749099633,-3.809920348,1.9869508609547716e-4,L.ctx_pericalcarine,***,-0.810047019,0.001321754
Genotype16pDeletion...1,model1,0.821263012,0.18363839374310434,4.472174885286518,1.466727730665144e-5,L.ctx_postcentral,***,1.1049014062153724,3.4260968365155275e-5
Genotype16pDuplication...2,model1,-0.405793603,0.16551283120111865,-2.45173501,0.015299052880502909,L.ctx_postcentral,*,-0.671306434,0.019425353449933153
Genotype16pDeletion...3,model2,-0.11930136,0.11208741832476175,-1.064359956,0.2887895761900002,L.ctx_postcentral, ,-0.331388778,0.41102144332158164
Genotype16pDuplication...4,model2,0.080973793,0.094348277,0.858243474,0.39205810962177634,L.ctx_postcentral, ,0.27532206967301454,0.5083465319672185
Genotype16pDeletion...5,model3,-0.124883422,0.11559127448821001,-1.080387964,0.2816368929107192,L.ctx_postcentral, ,-0.340474696,0.42453640015113336
Genotype16pDuplication...6,model3,0.079086699,0.09791171,0.8077348341545126,0.42047318113130394,L.ctx_postcentral, ,0.2769984096435316,0.5522094138462618
Genotype16pDeletion...7,model4,-0.147170714,0.11373121510373604,-1.294022175,0.19754605263259162,L.ctx_postcentral, ,-0.360901929,0.31483902138319286
Genotype16pDuplication...8,model4,0.096053569,0.097395342,0.9862234361578853,0.325531331,L.ctx_postcentral, ,0.2934489103150782,0.4466932161225289
Genotype16pDeletion...1,model1,0.8856057656111787,0.16875865005849003,5.247765168210559,4.857983956493955e-7,L.ctx_posteriorcingulate,***,1.1543644156696689,1.7285384775431978e-6
Genotype16pDuplication...2,model1,-0.450774437,0.15210175493003816,-2.96363732,0.003507988,L.ctx_posteriorcingulate,**,-0.702876192,0.004924057
Genotype16pDeletion...3,model2,0.10172941902584029,0.12252898,0.8302478217180044,0.4076514218442626,L.ctx_posteriorcingulate, ,0.32425839936731826,0.5219302723194325
Genotype16pDuplication...4,model2,-0.045097315,0.10313733984491412,-0.437254976,0.6625235028361431,L.ctx_posteriorcingulate, ,-0.248234655,0.7536512708842372
Genotype16pDeletion...5,model3,0.13825552219029605,0.12579408528295552,1.0990621846751407,0.27343422516113935,L.ctx_posteriorcingulate, ,0.36404960747325155,0.41627299949904795
Genotype16pDuplication...6,model3,-0.007746969,0.10655401204358465,-0.072704622,0.9421343042163797,L.ctx_posteriorcingulate, ,-0.214300981,0.9581942857537037
Genotype16pDeletion...7,model4,0.093728738,0.12134810590004516,0.7723955567137224,0.441034022,L.ctx_posteriorcingulate, ,0.31507684371286626,0.5553761756486894
Genotype16pDuplication...8,model4,-0.028177833,0.1039181743687696,-0.271154043,0.7866264896591723,L.ctx_posteriorcingulate, ,-0.232096007,0.8416353350898836
Genotype16pDeletion...1,model1,0.9284910284447067,0.17742799690661007,5.233058168,5.199504563818007e-7,L.ctx_precentral,***,1.2059190253513168,1.8287912603773678e-6
Genotype16pDuplication...2,model1,-0.278336722,0.15991541585491068,-1.740524641,0.083701543,L.ctx_precentral, ,-0.538252138,0.092131914
Genotype16pDeletion...3,model2,0.007662116,0.10485670063851006,0.073072256,0.9418410423782914,L.ctx_precentral, ,0.21251881630766994,0.9542864596509503
Genotype16pDuplication...4,model2,0.19821704223151093,0.088261905,2.245782517598968,0.026104717,L.ctx_precentral,*,0.38647894679181116,0.063397169
Genotype16pDeletion...5,model3,-0.01587707,0.10688047473060623,-0.148549766,0.8821007624152108,L.ctx_precentral, ,-0.222757544,0.9181048751668521
Genotype16pDuplication...6,model3,0.18164209837568762,0.090533218,2.0063585682749467,0.046546039,L.ctx_precentral,*,0.37217531673847626,0.10669918582434056
Genotype16pDeletion...7,model4,0.001904327,0.10197600708391498,0.018674266516773716,0.9851245181281463,L.ctx_precentral, ,0.20388033421851642,0.9883544345810255
Genotype16pDuplication...8,model4,0.18489243470252953,0.087328602,2.117203639308457,0.035808321,L.ctx_precentral,*,0.3722210370484621,0.077711676
Genotype16pDeletion...1,model1,1.235748076637353,0.15522342832243263,7.961092536047052,3.045966289050092e-13,L.ctx_precuneus,***,1.4909715049597856,4.438408021187277e-12
Genotype16pDuplication...2,model1,-0.509665661,0.139902493,-3.643006284,3.6431316237609885e-4,L.ctx_precuneus,***,-0.749568154,6.227923334474093e-4
Genotype16pDeletion...3,model2,0.4365744660716957,0.093578731,4.665317216,6.526666231336912e-6,L.ctx_precuneus,***,0.6301531973479717,6.442451183190629e-5
Genotype16pDuplication...4,model2,-0.096071793,0.078768805,-1.219668016,0.22440826239793366,L.ctx_precuneus, ,-0.274840598,0.34781752242176905
Genotype16pDeletion...5,model3,0.3984344717536645,0.095849975,4.156855270672428,5.3053487109940276e-5,L.ctx_precuneus,***,0.5942844462679834,4.3876667717950604e-4
Genotype16pDuplication...6,model3,-0.129256085,0.081189822,-1.592023267,0.11340378575678979,L.ctx_precuneus, ,-0.310445907,0.20779376312321962
Genotype16pDeletion...7,model4,0.39215467124808184,0.093232187,4.206215521857249,4.338079208386935e-5,L.ctx_precuneus,***,0.5853868580464717,3.493295362543163e-4
Genotype16pDuplication...8,model4,-0.127745272,0.079840708,-1.600001745,0.11159587340848859,L.ctx_precuneus, ,-0.307585979,0.1985368445523111
Genotype16pDeletion...1,model1,1.124988961045607,0.16988607435162384,6.622019876197427,5.180006441639077e-10,L.ctx_rostralanteriorcingulate,***,1.3948750353972308,3.4458303720468643e-9
Genotype16pDuplication...2,model1,-0.379618486,0.15311789966381614,-2.479256094,0.014208913,L.ctx_rostralanteriorcingulate,*,-0.632736385,0.018116364496329206
Genotype16pDeletion...3,model2,0.27540879732651563,0.1092030931502387,2.5219871468989945,0.012659400137376778,L.ctx_rostralanteriorcingulate,*,0.48461189047675435,0.036893109
Genotype16pDuplication...4,model2,0.060062132,0.09192043,0.6534143901326889,0.5144389190930843,L.ctx_rostralanteriorcingulate, ,0.2519825613030371,0.6296732369699352
Genotype16pDeletion...5,model3,0.22813738974994544,0.11197173763584273,2.037455116503591,0.043294397089357686,L.ctx_rostralanteriorcingulate,*,0.4401091273857881,0.1011304237354462
Genotype16pDuplication...6,model3,0.015099826077147974,0.094845778,0.15920398781036374,0.8737140917847696,L.ctx_rostralanteriorcingulate, ,0.2099456040304878,0.9156044934456832
Genotype16pDeletion...7,model4,0.28987043223000064,0.10915121938989396,2.655677452,0.008726163,L.ctx_rostralanteriorcingulate,**,0.49902165161989465,0.027814643764163854
Genotype16pDuplication...8,model4,0.061842626,0.093473197,0.6616081147632549,0.5091861162460675,L.ctx_rostralanteriorcingulate, ,0.2553158232060645,0.6207607632322576
Genotype16pDeletion...1,model1,0.6782206584991859,0.17368123740933986,3.904973666791218,1.3898427514028405e-4,L.ctx_rostralmiddlefrontal,***,0.9519018959085257,2.593243182495544e-4
Genotype16pDuplication...2,model1,-0.466135034,0.15653847076416677,-2.977766626,0.003358493,L.ctx_rostralmiddlefrontal,**,-0.722673505,0.004757866
Genotype16pDeletion...3,model2,-0.181557116,0.11387673803808364,-1.594330143,0.11286054094095262,L.ctx_rostralmiddlefrontal, ,-0.395433854,0.19790397678811597
Genotype16pDuplication...4,model2,-0.021176878,0.095854416,-0.22092752,0.8254341099275206,L.ctx_rostralmiddlefrontal, ,-0.217031294,0.8770237417979907
Genotype16pDeletion...5,model3,-0.29002943,0.11196748609006586,-2.59030045,0.010497712568912498,L.ctx_rostralmiddlefrontal,*,-0.501996916,0.036731731
Genotype16pDuplication...6,model3,-0.119255869,0.094842177,-1.257413872,0.21048296384405138,L.ctx_rostralmiddlefrontal, ,-0.314098045,0.33898835229620905
Genotype16pDeletion...7,model4,-0.208728544,0.11665260101401305,-1.789317528,0.075479253,L.ctx_rostralmiddlefrontal, ,-0.425381145,0.14711243004573485
Genotype16pDuplication...8,model4,-0.060089448,0.099897112,-0.601513363,0.5483601946122594,L.ctx_rostralmiddlefrontal, ,-0.25998656,0.6606229116194936
Genotype16pDeletion...1,model1,0.9695256235217976,0.1706862967174508,5.6801608691922265,6.248695756738806e-8,L.ctx_superiorfrontal,***,1.2402119202392485,2.8119130905324627e-7
Genotype16pDuplication...2,model1,-0.492998185,0.1538391381077973,-3.204634344,0.00163442,L.ctx_superiorfrontal,**,-0.746837324,0.002416099
Genotype16pDeletion...3,model2,0.05699591,0.092638694,0.6152494931062825,0.5392751139191309,L.ctx_superiorfrontal, ,0.24963460371494106,0.6496778931466695
Genotype16pDuplication...4,model2,-0.02073948,0.07797754,-0.265967359,0.7906110919203218,L.ctx_superiorfrontal, ,-0.19871702,0.8567718061934532
Genotype16pDeletion...5,model3,0.012110281929014902,0.093869676,0.12901165209336357,0.8975146109334609,L.ctx_superiorfrontal, ,0.20597995751654163,0.9247120233859899
Genotype16pDuplication...6,model3,-0.058411136,0.079512407,-0.734616623,0.4636758350607221,L.ctx_superiorfrontal, ,-0.237923543,0.5863008492916568
Genotype16pDeletion...7,model4,0.022944299621206185,0.093858481,0.24445632743601164,0.8071945923310054,L.ctx_superiorfrontal, ,0.21680278085529098,0.8576442543516932
