"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"4445","STAT6","signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]",-0.207745279,0.875760505,"cortical organoid","Urresti et al. 2021","ENSG00000166888","No"
"4446","EIF4G3","eukaryotic translation initiation factor 4 gamma, 3 [Source:HGNC Symbol;Acc:3298]",-0.008603586,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000075151","No"
"4447","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:1144]",-0.101666465,0.886706963,"cortical organoid","Urresti et al. 2021","ENSG00000166167","No"
"4448","TMEM98","transmembrane protein 98 [Source:HGNC Symbol;Acc:24529]",-0.152457378,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000006042","No"
"4449","CCBL2","cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:33238]",-0.029815614,0.991111677,"cortical organoid","Urresti et al. 2021","ENSG00000137944","No"
"4450","GRAMD1C","GRAM domain containing 1C [Source:HGNC Symbol;Acc:25252]",0.045771476,0.988363733,"cortical organoid","Urresti et al. 2021","ENSG00000178075","No"
"4451","IDUA","iduronidase, alpha-L- [Source:HGNC Symbol;Acc:5391]",-0.027076909,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000127415","No"
"4452","DPP10","dipeptidyl-peptidase 10 (non-functional) [Source:HGNC Symbol;Acc:20823]",0.194010912,0.93374205,"cortical organoid","Urresti et al. 2021","ENSG00000175497","No"
"4453","KIAA1161","KIAA1161 [Source:HGNC Symbol;Acc:19918]",0.199780063,0.964245117,"cortical organoid","Urresti et al. 2021","ENSG00000164976","No"
"4454","INPP5K","inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:33882]",-0.007972865,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000132376","No"
"4455","ZBTB40","zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:29045]",-0.277927173,0.463043541,"cortical organoid","Urresti et al. 2021","ENSG00000184677","No"
"4456","CTD-3195I5.1","",-0.052261453,0.979998899,"cortical organoid","Urresti et al. 2021","ENSG00000262758","No"
"4457","RNVU1-18","RNA, variant U1 small nuclear 18 [Source:HGNC Symbol;Acc:37496]",-0.558735477,0.984353148,"cortical organoid","Urresti et al. 2021","ENSG00000206737","No"
"4458","BAALC","brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:14333]",0.264208787,0.920099674,"cortical organoid","Urresti et al. 2021","ENSG00000164929","No"
"4459","RIN2","Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:18750]",0.072261177,0.973790124,"cortical organoid","Urresti et al. 2021","ENSG00000132669","No"
"4460","DIP2C","DIP2 disco-interacting protein 2 homolog C (Drosophila) [Source:HGNC Symbol;Acc:29150]",-0.058937851,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000151240","No"
"4461","MPP7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) [Source:HGNC Symbol;Acc:26542]",0.170211493,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000150054","No"
"4462","KRCC1","lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:28039]",0.139697657,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000172086","No"
"4463","AP5M1","adaptor-related protein complex 5, mu 1 subunit [Source:HGNC Symbol;Acc:20192]",-0.065222288,0.932987903,"cortical organoid","Urresti et al. 2021","ENSG00000053770","No"
"4464","H2AFV","H2A histone family, member V [Source:HGNC Symbol;Acc:20664]",0.009069633,0.994761296,"cortical organoid","Urresti et al. 2021","ENSG00000105968","No"
"4465","COMMD5","COMM domain containing 5 [Source:HGNC Symbol;Acc:17902]",-0.155758653,0.881161034,"cortical organoid","Urresti et al. 2021","ENSG00000170619","No"
"4466","RB1","retinoblastoma 1 [Source:HGNC Symbol;Acc:9884]",-0.170789058,0.857178373,"cortical organoid","Urresti et al. 2021","ENSG00000139687","No"
"4467","CCDC23","coiled-coil domain containing 23 [Source:HGNC Symbol;Acc:29204]",-0.105240549,0.920940579,"cortical organoid","Urresti et al. 2021","ENSG00000177868","No"
"4468","HMBS","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:4982]",0.020934284,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000256269","No"
"4469","RCE1","Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:13721]",-0.074140149,0.964318892,"cortical organoid","Urresti et al. 2021","ENSG00000173653","No"
"4470","PPP1R3B","protein phosphatase 1, regulatory subunit 3B [Source:HGNC Symbol;Acc:14942]",0.022525493,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000173281","No"
"4471","KIAA1841","KIAA1841 [Source:HGNC Symbol;Acc:29387]",0.025498058,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000162929","No"
"4472","PDE3A","phosphodiesterase 3A, cGMP-inhibited [Source:HGNC Symbol;Acc:8778]",-0.091154168,0.983895611,"cortical organoid","Urresti et al. 2021","ENSG00000172572","No"
"4473","UBL3","ubiquitin-like 3 [Source:HGNC Symbol;Acc:12504]",-0.092824265,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000122042","No"
"4474","METTL22","methyltransferase like 22 [Source:HGNC Symbol;Acc:28368]",-0.070219886,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000067365","No"
"4475","ATAD3B","ATPase family, AAA domain containing 3B [Source:HGNC Symbol;Acc:24007]",-0.011361571,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000160072","No"
"4476","RP11-212P7.2","",0.045618491,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000273270","No"
"4477","LYAR","Ly1 antibody reactive [Source:HGNC Symbol;Acc:26021]",0.074235694,0.975943729,"cortical organoid","Urresti et al. 2021","ENSG00000145220","No"
"4478","SNORA14A","small nucleolar RNA, H/ACA box 14A [Source:HGNC Symbol;Acc:32602]",1.156123793,0.894370869,"cortical organoid","Urresti et al. 2021","ENSG00000201643","No"
"4479","NEFL","neurofilament, light polypeptide [Source:HGNC Symbol;Acc:7739]",0.125757073,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000104725","No"
"4480","PLIN3","perilipin 3 [Source:HGNC Symbol;Acc:16893]",-0.040149251,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000105355","No"
"4481","ERP29","endoplasmic reticulum protein 29 [Source:HGNC Symbol;Acc:13799]",-0.214955351,0.656148205,"cortical organoid","Urresti et al. 2021","ENSG00000089248","No"
"4482","SNORD3B-1","small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:10168]",-0.38869858,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000265185","No"
"4483","SOX2","SRY (sex determining region Y)-box 2 [Source:HGNC Symbol;Acc:11195]",-0.019945957,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000181449","No"
"4484","CCDC142","coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:25889]",-0.074256257,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000135637","No"
"4485","LOXL1","lysyl oxidase-like 1 [Source:HGNC Symbol;Acc:6665]",0.163673334,0.957602448,"cortical organoid","Urresti et al. 2021","ENSG00000129038","No"
"4486","JUN","jun proto-oncogene [Source:HGNC Symbol;Acc:6204]",-0.057596395,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000177606","No"
"4487","EEA1","early endosome antigen 1 [Source:HGNC Symbol;Acc:3185]",0.098200725,0.924939265,"cortical organoid","Urresti et al. 2021","ENSG00000102189","No"
"4488","ANKRD24","ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:29424]",-0.23048507,0.923261679,"cortical organoid","Urresti et al. 2021","ENSG00000089847","No"
"4489","POLR3K","polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa [Source:HGNC Symbol;Acc:14121]",0.14553139,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000161980","No"
"4490","KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:6304]",-0.028059313,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000105438","No"
"4491","GPC2","glypican 2 [Source:HGNC Symbol;Acc:4450]",-0.022835971,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000213420","No"
"4492","ATP6V1G1","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:864]",-0.108100168,0.900723737,"cortical organoid","Urresti et al. 2021","ENSG00000136888","No"
"4493","LUZP6","leucine zipper protein 6 [Source:HGNC Symbol;Acc:33955]",0.589844525,0.97316851,"cortical organoid","Urresti et al. 2021","ENSG00000267697","No"
"4494","ZBTB11-AS1","ZBTB11 antisense RNA 1 [Source:HGNC Symbol;Acc:48573]",0.296171389,0.867049109,"cortical organoid","Urresti et al. 2021","ENSG00000256628","No"
"4495","FCHO1","FCH domain only 1 [Source:HGNC Symbol;Acc:29002]",-0.137693204,0.91565484,"cortical organoid","Urresti et al. 2021","ENSG00000130475","No"
"4496","PEX13","peroxisomal biogenesis factor 13 [Source:HGNC Symbol;Acc:8855]",-0.001272983,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000162928","No"
"4497","PANK4","pantothenate kinase 4 [Source:HGNC Symbol;Acc:19366]",-0.09071355,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000157881","No"
"4498","FKBPL","FK506 binding protein like [Source:HGNC Symbol;Acc:13949]",-0.230489918,0.878402306,"cortical organoid","Urresti et al. 2021","ENSG00000204315","No"
"4499","VAV2","vav 2 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12658]",0.031909229,0.986814783,"cortical organoid","Urresti et al. 2021","ENSG00000160293","No"
"4500","FAM101A","family with sequence similarity 101, member A [Source:HGNC Symbol;Acc:27051]",0.085958195,0.985195189,"cortical organoid","Urresti et al. 2021","ENSG00000178882","No"
"4501","CHM","choroideremia (Rab escort protein 1) [Source:HGNC Symbol;Acc:1940]",-0.148120946,0.831032751,"cortical organoid","Urresti et al. 2021","ENSG00000188419","No"
"4502","QSOX2","quiescin Q6 sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:30249]",-0.144186996,0.810251625,"cortical organoid","Urresti et al. 2021","ENSG00000165661","No"
"4503","MIA3","melanoma inhibitory activity family, member 3 [Source:HGNC Symbol;Acc:24008]",-0.025560806,0.985437516,"cortical organoid","Urresti et al. 2021","ENSG00000154305","No"
"4504","ZBTB22","zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:13085]",0.133352761,0.873370058,"cortical organoid","Urresti et al. 2021","ENSG00000236104","No"
"4505","THYN1","thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:29560]",0.005749454,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000151500","No"
"4506","POLR2D","polymerase (RNA) II (DNA directed) polypeptide D [Source:HGNC Symbol;Acc:9191]",-0.024417913,0.985569596,"cortical organoid","Urresti et al. 2021","ENSG00000144231","No"
"4507","GJC1","gap junction protein, gamma 1, 45kDa [Source:HGNC Symbol;Acc:4280]",-0.004815444,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000182963","No"
"4508","LARS","leucyl-tRNA synthetase [Source:HGNC Symbol;Acc:6512]",-0.140121097,0.81886604,"cortical organoid","Urresti et al. 2021","ENSG00000133706","No"
"4509","VOPP1","vesicular, overexpressed in cancer, prosurvival protein 1 [Source:HGNC Symbol;Acc:34518]",0.072235285,0.95013528,"cortical organoid","Urresti et al. 2021","ENSG00000154978","No"
"4510","UBIAD1","UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30791]",-0.239481963,0.658329836,"cortical organoid","Urresti et al. 2021","ENSG00000120942","No"
"4511","SNX1","sorting nexin 1 [Source:HGNC Symbol;Acc:11172]",-0.012041043,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000028528","No"
"4512","PCGF2","polycomb group ring finger 2 [Source:HGNC Symbol;Acc:12929]",0.133255521,0.947062567,"cortical organoid","Urresti et al. 2021","ENSG00000056661","No"
"4513","DRG1","developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:3029]",-0.037223457,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000185721","No"
"4514","KDM5C","lysine (K)-specific demethylase 5C [Source:HGNC Symbol;Acc:11114]",-0.087949567,0.911431755,"cortical organoid","Urresti et al. 2021","ENSG00000126012","No"
"4515","CLDN15","claudin 15 [Source:HGNC Symbol;Acc:2036]",-0.111656598,0.982847976,"cortical organoid","Urresti et al. 2021","ENSG00000106404","No"
"4516","YIPF2","Yip1 domain family, member 2 [Source:HGNC Symbol;Acc:28476]",0.109856991,0.899317385,"cortical organoid","Urresti et al. 2021","ENSG00000130733","No"
"4517","RPS6","ribosomal protein S6 [Source:HGNC Symbol;Acc:10429]",-0.080112322,0.964856363,"cortical organoid","Urresti et al. 2021","ENSG00000137154","No"
"4518","VCP","valosin containing protein [Source:HGNC Symbol;Acc:12666]",-0.104434523,0.794802813,"cortical organoid","Urresti et al. 2021","ENSG00000165280","No"
"4519","TRRAP","transformation/transcription domain-associated protein [Source:HGNC Symbol;Acc:12347]",0.01806006,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000196367","No"
"4520","RN7SL3","RNA, 7SL, cytoplasmic 3 [Source:HGNC Symbol;Acc:23135]",0.77668041,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000266037","No"
"4521","SULT1A1","sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 [Source:HGNC Symbol;Acc:11453]",1.243680413,0.473420709,"cortical organoid","Urresti et al. 2021","ENSG00000196502","No"
"4522","NUSAP1","nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:18538]",0.00573875,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000137804","No"
"4523","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:20224]",-0.060484835,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000139990","No"
"4524","MLLT6","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 [Source:HGNC Symbol;Acc:7138]",-0.002789275,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000108292","No"
"4525","FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:24886]",-0.061383168,0.984353148,"cortical organoid","Urresti et al. 2021","ENSG00000114541","No"
"4526","CIAO1","cytosolic iron-sulfur protein assembly 1 [Source:HGNC Symbol;Acc:14280]",-0.06318986,0.902276205,"cortical organoid","Urresti et al. 2021","ENSG00000144021","No"
"4527","C1orf174","chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:27915]",-0.117229102,0.869207897,"cortical organoid","Urresti et al. 2021","ENSG00000198912","No"
"4528","APP","amyloid beta (A4) precursor protein [Source:HGNC Symbol;Acc:620]",0.028111653,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000142192","No"
"4529","RNF5P1","ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1 [Source:HGNC Symbol;Acc:31053]",1.996808727,0.439628009,"cortical organoid","Urresti et al. 2021","ENSG00000253570","No"
"4530","FAM49B","family with sequence similarity 49, member B [Source:HGNC Symbol;Acc:25216]",-0.086613554,0.943160948,"cortical organoid","Urresti et al. 2021","ENSG00000153310","No"
"4531","RPS5","ribosomal protein S5 [Source:HGNC Symbol;Acc:10426]",-0.046484091,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000083845","No"
"4532","SLC25A20","solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 [Source:HGNC Symbol;Acc:1421]",-0.340074355,0.588155111,"cortical organoid","Urresti et al. 2021","ENSG00000178537","No"
"4533","PSMC4","proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]",-0.043596777,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000013275","No"
"4534","PLAGL1","pleiomorphic adenoma gene-like 1 [Source:HGNC Symbol;Acc:9046]",0.341091246,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000118495","No"
"4535","WBSCR27","Williams Beuren syndrome chromosome region 27 [Source:HGNC Symbol;Acc:19068]",0.783698954,0.794802813,"cortical organoid","Urresti et al. 2021","ENSG00000165171","No"
"4536","PREB","prolactin regulatory element binding [Source:HGNC Symbol;Acc:9356]",-0.121736525,0.868513916,"cortical organoid","Urresti et al. 2021","ENSG00000138073","No"
"4537","NPIPA7","nuclear pore complex interacting protein family, member A7 [Source:HGNC Symbol;Acc:41982]",-0.601431369,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000214967","No"
"4538","WDFY2","WD repeat and FYVE domain containing 2 [Source:HGNC Symbol;Acc:20482]",0.00347696,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000139668","No"
"4539","RP11-24B19.3","",0.282534784,0.913383795,"cortical organoid","Urresti et al. 2021","ENSG00000270101","No"
"4540","ZCCHC18","zinc finger, CCHC domain containing 18 [Source:HGNC Symbol;Acc:32459]",-0.005865251,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000166707","No"
"4541","HARS2","histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:4817]",-0.061321581,0.939778226,"cortical organoid","Urresti et al. 2021","ENSG00000112855","No"
"4542","ATP2A2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",0.080478812,0.964245117,"cortical organoid","Urresti et al. 2021","ENSG00000174437","No"
"4543","TAB3","TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:HGNC Symbol;Acc:30681]",0.040302172,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000157625","No"
"4544","POMP","proteasome maturation protein [Source:HGNC Symbol;Acc:20330]",-0.038969069,0.984506152,"cortical organoid","Urresti et al. 2021","ENSG00000132963","No"
"4545","ASB7","ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:17182]",-0.05255791,0.946264486,"cortical organoid","Urresti et al. 2021","ENSG00000183475","No"
"4546","UBAC1","UBA domain containing 1 [Source:HGNC Symbol;Acc:30221]",-0.157116195,0.867049109,"cortical organoid","Urresti et al. 2021","ENSG00000130560","No"
"4547","SERP1","stress-associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:10759]",0.054245603,0.928641581,"cortical organoid","Urresti et al. 2021","ENSG00000120742","No"
"4548","TJAP1","tight junction associated protein 1 (peripheral) [Source:HGNC Symbol;Acc:17949]",-0.122266671,0.922743751,"cortical organoid","Urresti et al. 2021","ENSG00000137221","No"
"4549","KRT8P46","keratin 8 pseudogene 46 [Source:HGNC Symbol;Acc:39880]",-0.103535946,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000248971","No"
"4550","PRKCSH","protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:9411]",-0.122700936,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000130175","No"
"4551","ADHFE1","alcohol dehydrogenase, iron containing, 1 [Source:HGNC Symbol;Acc:16354]",0.52253663,0.726828691,"cortical organoid","Urresti et al. 2021","ENSG00000147576","No"
"4552","CCDC108","coiled-coil domain containing 108 [Source:HGNC Symbol;Acc:25325]",-0.215336014,0.945352,"cortical organoid","Urresti et al. 2021","ENSG00000181378","No"
"4553","CTD-2173L22.4","",0.326398138,0.829110495,"cortical organoid","Urresti et al. 2021","ENSG00000198416","No"
"4554","RHOBTB3","Rho-related BTB domain containing 3 [Source:HGNC Symbol;Acc:18757]",0.032340819,0.991082891,"cortical organoid","Urresti et al. 2021","ENSG00000164292","No"
"4555","PSMA3","proteasome (prosome, macropain) subunit, alpha type, 3 [Source:HGNC Symbol;Acc:9532]",-0.024484511,0.986293162,"cortical organoid","Urresti et al. 2021","ENSG00000100567","No"
"4556","IVD","isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:6186]",0.093034453,0.915621622,"cortical organoid","Urresti et al. 2021","ENSG00000128928","No"
"4557","PTCHD3P1","patched domain containing 3 pseudogene 1 [Source:HGNC Symbol;Acc:44945]",-0.419019405,0.97308564,"cortical organoid","Urresti et al. 2021","ENSG00000224597","No"
"4558","DIRAS2","DIRAS family, GTP-binding RAS-like 2 [Source:HGNC Symbol;Acc:19323]",-0.340384147,0.901712446,"cortical organoid","Urresti et al. 2021","ENSG00000165023","No"
"4559","RP4-665J23.1","",0.343765874,0.796478379,"cortical organoid","Urresti et al. 2021","ENSG00000233593","No"
"4560","SLITRK4","SLIT and NTRK-like family, member 4 [Source:HGNC Symbol;Acc:23502]",2.098437272,0.724300115,"cortical organoid","Urresti et al. 2021","ENSG00000179542","No"
"4561","RP11-793H13.11","",-0.206389593,0.956665011,"cortical organoid","Urresti et al. 2021","ENSG00000270175","No"
"4562","GAS5","growth arrest-specific 5 (non-protein coding) [Source:HGNC Symbol;Acc:16355]",-0.049722566,0.985195189,"cortical organoid","Urresti et al. 2021","ENSG00000234741","No"
"4563","RPL28","ribosomal protein L28 [Source:HGNC Symbol;Acc:10330]",-0.115696327,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000108107","No"
"4564","PHB","prohibitin [Source:HGNC Symbol;Acc:8912]",-0.144125145,0.867690405,"cortical organoid","Urresti et al. 2021","ENSG00000167085","No"
"4565","CEBPG","CCAAT/enhancer binding protein (C/EBP), gamma [Source:HGNC Symbol;Acc:1837]",0.012780247,0.997384789,"cortical organoid","Urresti et al. 2021","ENSG00000153879","No"
"4566","OSBPL5","oxysterol binding protein-like 5 [Source:HGNC Symbol;Acc:16392]",-0.102613626,0.913539563,"cortical organoid","Urresti et al. 2021","ENSG00000021762","No"
"4567","RCBTB1","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 [Source:HGNC Symbol;Acc:18243]",-0.195929466,0.798883131,"cortical organoid","Urresti et al. 2021","ENSG00000136144","No"
"4568","RP11-301O19.1","",0.445550987,0.911492964,"cortical organoid","Urresti et al. 2021","ENSG00000273080","No"
"4569","CSK","c-src tyrosine kinase [Source:HGNC Symbol;Acc:2444]",-0.088165447,0.917484946,"cortical organoid","Urresti et al. 2021","ENSG00000103653","No"
"4570","RGS7","regulator of G-protein signaling 7 [Source:HGNC Symbol;Acc:10003]",-0.157302609,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000182901","No"
"4571","DDX39B","DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]",0.070283005,0.960226453,"cortical organoid","Urresti et al. 2021","ENSG00000198563","No"
"4572","MAML2","mastermind-like 2 (Drosophila) [Source:HGNC Symbol;Acc:16259]",-0.008783257,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000184384","No"
"4573","ERVK13-1","endogenous retrovirus group K13, member 1 [Source:HGNC Symbol;Acc:27548]",-0.248143638,0.891487852,"cortical organoid","Urresti et al. 2021","ENSG00000260565","No"
"4574","HNRNPR","heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:5047]",0.037830194,0.97108887,"cortical organoid","Urresti et al. 2021","ENSG00000125944","No"
"4575","SNX2","sorting nexin 2 [Source:HGNC Symbol;Acc:11173]",-0.103725828,0.869207897,"cortical organoid","Urresti et al. 2021","ENSG00000205302","No"
"4576","TIMM22","translocase of inner mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:17317]",0.011243551,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000177370","No"
"4577","ARL2BP","ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:17146]",0.028999819,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000102931","No"
"4578","SLC25A46","solute carrier family 25, member 46 [Source:HGNC Symbol;Acc:25198]",-0.086726699,0.903736624,"cortical organoid","Urresti et al. 2021","ENSG00000164209","No"
"4579","FAM133B","family with sequence similarity 133, member B [Source:HGNC Symbol;Acc:28629]",-0.053179522,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000234545","No"
"4580","ZNF521","zinc finger protein 521 [Source:HGNC Symbol;Acc:24605]",0.062862153,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000198795","No"
"4581","GRIPAP1","GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:18706]",-0.13614179,0.793513393,"cortical organoid","Urresti et al. 2021","ENSG00000068400","No"
"4582","PRR11","proline rich 11 [Source:HGNC Symbol;Acc:25619]",0.031244302,0.992338652,"cortical organoid","Urresti et al. 2021","ENSG00000068489","No"
"4583","PTRF","polymerase I and transcript release factor [Source:HGNC Symbol;Acc:9688]",0.993621888,0.656148205,"cortical organoid","Urresti et al. 2021","ENSG00000177469","No"
"4584","CTD-2554C21.3","",0.199780336,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000229481","No"
"4585","CD82","CD82 molecule [Source:HGNC Symbol;Acc:6210]",0.061045032,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000085117","No"
"4586","TES","testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]",0.093146835,0.982207327,"cortical organoid","Urresti et al. 2021","ENSG00000135269","No"
"4587","KCNA3","potassium voltage-gated channel, shaker-related subfamily, member 3 [Source:HGNC Symbol;Acc:6221]",0.011843684,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000177272","No"
"4588","ACSS3","acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:24723]",0.412096072,0.857178373,"cortical organoid","Urresti et al. 2021","ENSG00000111058","No"
"4589","ARHGAP31","Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:29216]",0.24737319,0.911492964,"cortical organoid","Urresti et al. 2021","ENSG00000031081","No"
"4590","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]",-0.09523098,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000011405","No"
"4591","ALYREF","Aly/REF export factor [Source:HGNC Symbol;Acc:19071]",-0.116740729,0.901712446,"cortical organoid","Urresti et al. 2021","ENSG00000183684","No"
"4592","CLCN7","chloride channel, voltage-sensitive 7 [Source:HGNC Symbol;Acc:2025]",-0.214037534,0.818567275,"cortical organoid","Urresti et al. 2021","ENSG00000103249","No"
"4593","ZNF483","zinc finger protein 483 [Source:HGNC Symbol;Acc:23384]",0.329964354,0.826713911,"cortical organoid","Urresti et al. 2021","ENSG00000173258","No"
"4594","SLC35E2B","solute carrier family 35, member E2B [Source:HGNC Symbol;Acc:33941]",0.013252465,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000189339","No"
"4595","SIRT5","sirtuin 5 [Source:HGNC Symbol;Acc:14933]",0.060723625,0.97559897,"cortical organoid","Urresti et al. 2021","ENSG00000124523","No"
"4596","JOSD1","Josephin domain containing 1 [Source:HGNC Symbol;Acc:28953]",-0.08620409,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000100221","No"
"4597","TCF3","transcription factor 3 [Source:HGNC Symbol;Acc:11633]",-0.124887219,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000071564","No"
"4598","CNNM3","cyclin M3 [Source:HGNC Symbol;Acc:104]",0.061427513,0.975943729,"cortical organoid","Urresti et al. 2021","ENSG00000168763","No"
"4599","MRPS25","mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:14511]",-0.013883761,0.995537101,"cortical organoid","Urresti et al. 2021","ENSG00000131368","No"
