ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000118200,CAMSAP2,protein_coding,"calmodulin regulated spectrin-associated protein family, member 2 [Source:HGNC Symbol;Acc:29188]",0.277664994,0.004481322,0.083630147,0.173986587,0.055237996,0.390318819,-0.103678407,0.169483494,0.706227308
ENSG00000204564,C6orf136,protein_coding,chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:21301],-0.445636683,0.004487109,0.083639281,-0.296424261,0.046604417,0.367711414,0.149212422,0.19977242,0.729667605
ENSG00000149503,INCENP,protein_coding,inner centromere protein antigens 135/155kDa [Source:HGNC Symbol;Acc:6058],0.31942159,0.004528595,0.084264335,0.277602326,0.009525777,0.208589423,-0.041819264,0.625509872,0.922027346
ENSG00000083457,ITGAE,protein_coding,"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:6147]",-0.328567461,0.004531316,0.084264335,-0.132215468,0.222336357,0.623749778,0.196351994,0.024799375,0.416735702
ENSG00000112306,RPS12,protein_coding,ribosomal protein S12 [Source:HGNC Symbol;Acc:10385],-0.397077347,0.004545591,0.08443034,-0.3247602,0.014016204,0.239748461,0.072317147,0.499795158,0.886176494
ENSG00000269636,AC010441.1,protein_coding,,-0.413986505,0.004553511,0.084478059,-0.303063507,0.033622176,0.329297095,0.110922998,0.275914313,0.78175742
ENSG00000118873,RAB3GAP2,protein_coding,RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168],0.268496555,0.004564054,0.084530193,0.068519486,0.425063965,0.77039489,-0.199977068,0.008598007,0.270948779
ENSG00000081923,ATP8B1,protein_coding,"ATPase, aminophospholipid transporter, class I, type 8B, member 1 [Source:HGNC Symbol;Acc:3706]",0.749146229,0.004567029,0.084530193,0.729978415,0.004891364,0.162258274,-0.019167814,0.920579873,0.986204329
ENSG00000235890,TSPEAR-AS1,antisense,TSPEAR antisense RNA 1 [Source:HGNC Symbol;Acc:1271],1.124876193,0.004576422,0.084604859,-0.066734557,0.843678381,0.957790629,-1.19161075,0.00082578,0.079984134
ENSG00000111642,CHD4,protein_coding,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:1919],0.318188161,0.004592587,0.084804398,0.266171568,0.012316897,0.231671802,-0.052016593,0.544295536,0.89907281
ENSG00000197448,GSTK1,protein_coding,glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:16906],-0.291471401,0.004607716,0.084945779,-0.297846442,0.003052493,0.130250711,-0.006375041,0.933711507,0.988345066
ENSG00000085978,ATG16L1,protein_coding,autophagy related 16-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:21498],-0.318748527,0.004611004,0.084945779,-0.320240214,0.003277061,0.135528678,-0.001491688,0.986028929,0.996761732
ENSG00000146535,GNA12,protein_coding,guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:4380],0.4140546,0.004617111,0.08495914,0.326999403,0.018177483,0.262327336,-0.087055196,0.432708734,0.860837385
ENSG00000236859,NIFK-AS1,antisense,NIFK antisense RNA 1 [Source:HGNC Symbol;Acc:27385],-0.506756525,0.004624196,0.084990455,-0.273575883,0.097601723,0.472389943,0.233180642,0.094002354,0.606067433
ENSG00000164885,CDK5,protein_coding,cyclin-dependent kinase 5 [Source:HGNC Symbol;Acc:1774],-0.360805164,0.004640957,0.085199345,-0.400798236,0.001899395,0.105445491,-0.039993072,0.653461929,0.928639915
ENSG00000108294,PSMB3,protein_coding,"proteasome (prosome, macropain) subunit, beta type, 3 [Source:HGNC Symbol;Acc:9540]",-0.304827585,0.004680757,0.085830193,-0.198823242,0.050579832,0.37559383,0.106004343,0.191137088,0.72227559
ENSG00000100345,MYH9,protein_coding,"myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:7579]",0.450614025,0.004695824,0.085997882,0.290194956,0.050401583,0.375543385,-0.160419069,0.192304126,0.723569482
ENSG00000182858,ALG12,protein_coding,"ALG12, alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:19358]",0.39705462,0.004705497,0.085997882,0.164761276,0.204271924,0.606325461,-0.232293343,0.032997693,0.455488832
ENSG00000148468,FAM171A1,protein_coding,"family with sequence similarity 171, member A1 [Source:HGNC Symbol;Acc:23522]",0.318811851,0.004713608,0.085997882,0.192600215,0.066920307,0.414071696,-0.126211636,0.145183953,0.670615638
ENSG00000174606,ANGEL2,protein_coding,angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30534],-0.335017059,0.004718261,0.085997882,-0.16687007,0.12771466,0.517342568,0.168146989,0.06760076,0.557281411
ENSG00000164879,CA3,protein_coding,"carbonic anhydrase III, muscle specific [Source:HGNC Symbol;Acc:1374]",-0.979927882,0.004726167,0.085997882,-0.370219135,0.262840117,0.657777338,0.609708748,0.015480015,0.35321559
ENSG00000224870,RP4-758J18.2,protein_coding,"HCG20425, isoform CRA_a; Uncharacterized protein; cDNA FLJ53815  [Source:UniProtKB/TrEMBL;Acc:B4DNA4]",-0.389790349,0.004729265,0.085997882,-0.335761865,0.011156719,0.222610201,0.054028484,0.601412658,0.917006015
ENSG00000008311,AASS,protein_coding,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366],0.520821002,0.004734966,0.085997882,0.428664704,0.014177719,0.241000027,-0.092156298,0.511985141,0.88862866
ENSG00000068697,LAPTM4A,protein_coding,lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:6924],0.40154936,0.004742521,0.085997882,0.232090183,0.077824659,0.44151524,-0.169459176,0.124633862,0.652566955
ENSG00000111639,MRPL51,protein_coding,mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:14044],-0.284192852,0.004746771,0.085997882,-0.156650559,0.093620168,0.469010622,0.127542293,0.100254753,0.614926287
ENSG00000219481,NBPF1,protein_coding,"neuroblastoma breakpoint family, member 1 [Source:HGNC Symbol;Acc:26088]",-0.483901604,0.004748436,0.085997882,-0.597114924,0.000429051,0.059010021,-0.11321332,0.391302441,0.841752815
ENSG00000196747,HIST1H2AI,protein_coding,"histone cluster 1, H2ai [Source:HGNC Symbol;Acc:4725]",-0.629104176,0.00474982,0.085997882,-0.432281256,0.037881523,0.344005901,0.19682292,0.2508296,0.770837601
ENSG00000114279,FGF12,protein_coding,fibroblast growth factor 12 [Source:HGNC Symbol;Acc:3668],0.563059068,0.004759484,0.086074157,0.409128987,0.03005657,0.313797188,-0.153930081,0.307133169,0.798984397
ENSG00000146963,C7orf55-LUC7L2,protein_coding,C7orf55-LUC7L2 readthrough [Source:HGNC Symbol;Acc:44671],-0.288144153,0.004766857,0.086108845,-0.206585202,0.030532047,0.314324688,0.081558951,0.299664465,0.793928128
ENSG00000149262,INTS4,protein_coding,integrator complex subunit 4 [Source:HGNC Symbol;Acc:25048],-0.211615243,0.00479581,0.086518201,-0.145687263,0.038472018,0.344601199,0.065927981,0.250118573,0.769810731
ENSG00000077514,POLD3,protein_coding,"polymerase (DNA-directed), delta 3, accessory subunit [Source:HGNC Symbol;Acc:20932]",-0.275425981,0.004800478,0.086518201,-0.277710872,0.003313712,0.136241872,-0.002284891,0.975371067,0.995732797
ENSG00000136717,BIN1,protein_coding,bridging integrator 1 [Source:HGNC Symbol;Acc:1052],-0.429234094,0.004819931,0.086728323,-0.325451757,0.023606887,0.288919018,0.103782337,0.370392824,0.831011938
ENSG00000038532,CLEC16A,protein_coding,"C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:29013]",0.367645865,0.004823123,0.086728323,0.249844386,0.039728239,0.348195783,-0.117801479,0.243007061,0.767460777
ENSG00000076201,PTPN23,protein_coding,"protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:14406]",0.397067355,0.004854622,0.087195409,0.362015598,0.007420384,0.190474834,-0.035051757,0.74246256,0.949527553
ENSG00000229186,ADAM1A,pseudogene,"ADAM metallopeptidase domain 1A, pseudogene [Source:HGNC Symbol;Acc:187]",-0.555478162,0.004875324,0.087240924,-0.203228322,0.255950454,0.653557458,0.35224984,0.025965809,0.424816781
ENSG00000132541,HRSP12,protein_coding,heat-responsive protein 12 [Source:HGNC Symbol;Acc:16897],-0.406847819,0.004879578,0.087240924,-0.297561055,0.032335694,0.322499014,0.109286764,0.299591285,0.793928128
ENSG00000136527,TRA2B,protein_coding,transformer 2 beta homolog (Drosophila) [Source:HGNC Symbol;Acc:10781],-0.282940538,0.004880567,0.087240924,-0.096165511,0.295158429,0.682112875,0.186775027,0.019034434,0.381569113
ENSG00000127022,CANX,protein_coding,calnexin [Source:HGNC Symbol;Acc:1473],0.434666471,0.004886846,0.087240924,0.372178553,0.011047323,0.222610201,-0.062487918,0.597317791,0.916225049
ENSG00000204389,HSPA1A,protein_coding,heat shock 70kDa protein 1A [Source:HGNC Symbol;Acc:5232],0.686928363,0.004897262,0.087240924,0.353582203,0.121110886,0.50863228,-0.33334616,0.07288708,0.57137101
ENSG00000271738,RP11-137H2.6,lincRNA,,0.542418153,0.004898601,0.087240924,0.393482233,0.03292916,0.326042594,-0.14893592,0.294641279,0.792427823
ENSG00000151470,C4orf33,protein_coding,chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:27025],-0.539730253,0.004900435,0.087240924,-0.272644513,0.135612711,0.526897061,0.26708574,0.056596046,0.528408264
ENSG00000131730,CKMT2,protein_coding,"creatine kinase, mitochondrial 2 (sarcomeric) [Source:HGNC Symbol;Acc:1996]",-0.822728737,0.004903125,0.087240924,-0.590030673,0.035973917,0.338834576,0.232698064,0.273933704,0.780239098
ENSG00000179314,WSCD1,protein_coding,WSC domain containing 1 [Source:HGNC Symbol;Acc:29060],0.332579482,0.004911743,0.087240924,0.02838416,0.791227106,0.941256889,-0.304195322,0.001688267,0.121921599
ENSG00000168818,STX18,protein_coding,syntaxin 18 [Source:HGNC Symbol;Acc:15942],-0.284585218,0.004912413,0.087240924,-0.055345828,0.553199593,0.838107205,0.22923939,0.003996406,0.19366489
ENSG00000143222,UFC1,protein_coding,ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:26941],-0.330580879,0.004926785,0.087379788,-0.185088038,0.095322773,0.471494915,0.145492841,0.097826778,0.612892526
ENSG00000122778,KIAA1549,protein_coding,KIAA1549 [Source:HGNC Symbol;Acc:22219],0.415988615,0.004931302,0.087379788,0.292085181,0.034548216,0.333811038,-0.123903434,0.277922724,0.783435581
ENSG00000122912,SLC25A16,protein_coding,"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 [Source:HGNC Symbol;Acc:10986]",-0.504734049,0.004941297,0.087458747,-0.169998532,0.300800383,0.68726296,0.334735516,0.018467688,0.377678574
ENSG00000180881,CAPS2,protein_coding,calcyphosine 2 [Source:HGNC Symbol;Acc:16471],0.793675705,0.004947903,0.087477592,0.646125222,0.011589636,0.224511878,-0.147550483,0.522850418,0.893953044
ENSG00000095485,CWF19L1,protein_coding,"CWF19-like 1, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:25613]",-0.231475927,0.004974562,0.087850547,-0.216171312,0.007070577,0.18721686,0.015304615,0.800820265,0.960861601
ENSG00000132824,SERINC3,protein_coding,serine incorporator 3 [Source:HGNC Symbol;Acc:11699],0.338677121,0.004982746,0.087896752,0.320894473,0.005667229,0.172114502,-0.017782648,0.84580307,0.97111694
ENSG00000100949,RABGGTA,protein_coding,"Rab geranylgeranyltransferase, alpha subunit [Source:HGNC Symbol;Acc:9795]",-0.39680951,0.005000591,0.088072665,-0.203055588,0.12898954,0.518684142,0.193753922,0.064711265,0.550144035
ENSG00000106868,SUSD1,protein_coding,sushi domain containing 1 [Source:HGNC Symbol;Acc:25413],0.449192444,0.005008659,0.088072665,0.555692433,0.000570248,0.063401923,0.106499989,0.369274518,0.830617765
ENSG00000167291,TBC1D16,protein_coding,"TBC1 domain family, member 16 [Source:HGNC Symbol;Acc:28356]",0.244401368,0.005013011,0.088072665,0.270507128,0.001458453,0.095743052,0.026105761,0.694973343,0.939243207
ENSG00000164172,MOCS2,protein_coding,molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:7193],-0.3646228,0.005016926,0.088072665,-0.190374374,0.124006205,0.513456588,0.174248426,0.066705987,0.555058502
ENSG00000143324,XPR1,protein_coding,xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:12827],0.356416723,0.00502061,0.088072665,0.22876551,0.052990353,0.383690473,-0.127651213,0.193538406,0.725454781
ENSG00000248383,PCDHAC1,protein_coding,"protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:8676]",0.557784806,0.005045205,0.088405883,0.66141336,0.000850388,0.077660339,0.103628554,0.48580177,0.88170699
ENSG00000152926,ZNF117,protein_coding,zinc finger protein 117 [Source:HGNC Symbol;Acc:12897],0.332307679,0.005064496,0.088627671,0.254623141,0.022104646,0.284183453,-0.077684538,0.395538127,0.844157323
ENSG00000233369,RP11-396K3.1,pseudogene,,0.425749083,0.00506909,0.088627671,0.2233263,0.110684292,0.49485414,-0.202422783,0.088125209,0.599263691
ENSG00000088682,COQ9,protein_coding,coenzyme Q9 [Source:HGNC Symbol;Acc:25302],-0.304162982,0.005079985,0.088672254,-0.246723502,0.017575624,0.25669191,0.05743948,0.478658738,0.880058711
ENSG00000171365,CLCN5,protein_coding,"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:2023]",0.440488977,0.005082872,0.088672254,0.284610698,0.052476646,0.382502904,-0.155878278,0.197359188,0.728185249
ENSG00000196993,NPIPB9,protein_coding,"nuclear pore complex interacting protein family, member B9 [Source:HGNC Symbol;Acc:41987]",1.414325254,0.005093935,0.088767166,0.263915196,0.501259566,0.813253288,-1.150410059,0.015104747,0.348622887
ENSG00000106392,C1GALT1,protein_coding,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:HGNC Symbol;Acc:24337]",0.288758053,0.005103724,0.088839687,0.139770622,0.140476891,0.533239241,-0.148987432,0.065219449,0.550144035
ENSG00000131732,ZCCHC9,protein_coding,"zinc finger, CCHC domain containing 9 [Source:HGNC Symbol;Acc:25424]",-0.280988854,0.005115597,0.088948279,-0.19618591,0.038169917,0.344430017,0.084802944,0.265288446,0.777784611
ENSG00000100554,ATP6V1D,protein_coding,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:13527]",-0.26772099,0.00512845,0.089056249,-0.202036389,0.026546755,0.301525303,0.065684601,0.359131211,0.82496196
ENSG00000103429,BFAR,protein_coding,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:17613],0.290397019,0.005133088,0.089056249,0.268671584,0.00690294,0.185031599,-0.021725435,0.78304245,0.957307898
ENSG00000135048,TMEM2,protein_coding,transmembrane protein 2 [Source:HGNC Symbol;Acc:11869],0.53412958,0.005144541,0.089123795,0.335553408,0.058540949,0.39667146,-0.198576172,0.17937355,0.711359034
ENSG00000090661,CERS4,protein_coding,ceramide synthase 4 [Source:HGNC Symbol;Acc:23747],0.370226419,0.005148271,0.089123795,0.201402137,0.101028516,0.478842902,-0.168824282,0.098762376,0.614042117
ENSG00000153037,SRP19,protein_coding,signal recognition particle 19kDa [Source:HGNC Symbol;Acc:11300],-0.311027417,0.005164121,0.08926012,-0.094801853,0.356734595,0.727051409,0.216225564,0.012488126,0.322161014
ENSG00000139218,SCAF11,protein_coding,SR-related CTD-associated factor 11 [Source:HGNC Symbol;Acc:10784],0.323523686,0.005169239,0.08926012,0.19418748,0.070027349,0.420329113,-0.129336206,0.150449612,0.679768019
ENSG00000183935,HTR7P1,pseudogene,5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1 [Source:HGNC Symbol;Acc:30411],-0.816886103,0.005178629,0.08926012,-0.906719633,0.002189087,0.112220345,-0.08983353,0.659755175,0.92895324
ENSG00000184378,ACTRT3,protein_coding,actin-related protein T3 [Source:HGNC Symbol;Acc:24022],-0.648584643,0.00517876,0.08926012,-0.165165422,0.456342647,0.787403028,0.483419221,0.004128922,0.195996905
ENSG00000114646,CSPG5,protein_coding,chondroitin sulfate proteoglycan 5 (neuroglycan C) [Source:HGNC Symbol;Acc:2467],0.631303877,0.005193272,0.089412635,0.379054331,0.079954939,0.445687795,-0.252249546,0.123602238,0.65069021
ENSG00000072832,CRMP1,protein_coding,collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:2365],0.313500274,0.005199335,0.089419508,0.081837052,0.423854184,0.769943132,-0.231663222,0.009781693,0.291551123
ENSG00000118680,MYL12B,protein_coding,"myosin, light chain 12B, regulatory [Source:HGNC Symbol;Acc:29827]",-0.328492055,0.00521675,0.089621385,-0.181236928,0.097298375,0.472089858,0.147255127,0.104401741,0.624354045
ENSG00000134569,LRP4,protein_coding,low density lipoprotein receptor-related protein 4 [Source:HGNC Symbol;Acc:6696],0.405324875,0.00524603,0.089996185,0.166531277,0.209972466,0.612989146,-0.238793599,0.037572378,0.474004331
ENSG00000196653,ZNF502,protein_coding,zinc finger protein 502 [Source:HGNC Symbol;Acc:23718],-0.766182458,0.005257465,0.089996185,-0.086677222,0.736911893,0.919841701,0.679505236,0.001247672,0.104777928
ENSG00000175110,MRPS22,protein_coding,mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:14508],-0.313153508,0.005260068,0.089996185,-0.101308656,0.331891185,0.708190029,0.211844852,0.014135239,0.342031751
ENSG00000149182,ARFGAP2,protein_coding,ADP-ribosylation factor GTPase activating protein 2 [Source:HGNC Symbol;Acc:13504],-0.274896681,0.005261368,0.089996185,-0.206911874,0.025614448,0.297961454,0.067984808,0.367992677,0.829952524
ENSG00000215908,CROCCP2,lincRNA,"ciliary rootlet coiled-coil, rootletin pseudogene 2 [Source:HGNC Symbol;Acc:28170]",-0.47764193,0.005287145,0.090202106,-0.397006611,0.014160953,0.241000027,0.080635319,0.540340928,0.897198541
ENSG00000112144,ICK,protein_coding,intestinal cell (MAK-like) kinase [Source:HGNC Symbol;Acc:21219],0.392858965,0.005289947,0.090202106,0.464810947,0.000931382,0.080794847,0.071951982,0.49411061,0.884368928
ENSG00000196367,TRRAP,protein_coding,transformation/transcription domain-associated protein [Source:HGNC Symbol;Acc:12347],0.440726454,0.005295394,0.090202106,0.276599822,0.059715341,0.398809562,-0.164126632,0.180145777,0.711962199
ENSG00000067167,TRAM1,protein_coding,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:20568],0.324491345,0.00529626,0.090202106,0.345768385,0.002226847,0.113046487,0.02127704,0.810732574,0.963021924
ENSG00000198265,HELZ,protein_coding,helicase with zinc finger [Source:HGNC Symbol;Acc:16878],0.382953715,0.005307042,0.090288336,0.18887446,0.134800534,0.526268751,-0.194079255,0.071808038,0.568904916
ENSG00000054356,PTPRN,protein_coding,"protein tyrosine phosphatase, receptor type, N [Source:HGNC Symbol;Acc:9676]",0.821959651,0.005316342,0.0902989,0.435500734,0.117496382,0.504416199,-0.386458917,0.080019892,0.584551765
ENSG00000143337,TOR1AIP1,protein_coding,torsin A interacting protein 1 [Source:HGNC Symbol;Acc:29456],0.330635112,0.005322751,0.0902989,0.033310012,0.760433381,0.930017248,-0.297325101,0.001708337,0.121921599
ENSG00000225345,SNX18P3,pseudogene,sorting nexin 18 pseudogene 3 [Source:HGNC Symbol;Acc:39611],0.919852158,0.005324821,0.0902989,0.702687056,0.01590976,0.250435646,-0.217165101,0.434058458,0.861681673
ENSG00000137076,TLN1,protein_coding,talin 1 [Source:HGNC Symbol;Acc:11845],0.423946219,0.005339643,0.090453101,0.314006562,0.027878315,0.306332842,-0.109939657,0.348043644,0.821569993
ENSG00000068796,KIF2A,protein_coding,kinesin heavy chain member 2A [Source:HGNC Symbol;Acc:6318],0.300731943,0.005362131,0.090736674,0.092801169,0.345698742,0.718007045,-0.207930774,0.015966248,0.358837873
ENSG00000237943,PRKCQ-AS1,lincRNA,PRKCQ antisense RNA 1 [Source:HGNC Symbol;Acc:44689],-0.713745535,0.00537006,0.090762557,-0.986855454,0.000210601,0.043233707,-0.273109919,0.141365519,0.664874907
ENSG00000011426,ANLN,protein_coding,"anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]",0.298129407,0.005375158,0.090762557,0.324726052,0.001836868,0.105032326,0.026596646,0.745614258,0.950671303
ENSG00000139168,ZCRB1,protein_coding,zinc finger CCHC-type and RNA binding motif 1 [Source:HGNC Symbol;Acc:29620],-0.343563654,0.005382913,0.090796407,-0.14927204,0.192534349,0.594797817,0.194291614,0.041465379,0.490877673
ENSG00000172062,SMN1,protein_coding,"survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:11117]",-0.306602009,0.005397524,0.090858383,-0.263485989,0.012783838,0.233871657,0.04311602,0.601248649,0.917006015
ENSG00000167004,PDIA3,protein_coding,"protein disulfide isomerase family A, member 3 [Source:HGNC Symbol;Acc:4606]",0.380507804,0.005398097,0.090858383,0.293529125,0.022590977,0.28577676,-0.086978679,0.40793423,0.850152149
ENSG00000104853,CLPTM1,protein_coding,cleft lip and palate associated transmembrane protein 1 [Source:HGNC Symbol;Acc:2087],0.393924242,0.005408505,0.090936609,0.260983616,0.049040921,0.372869681,-0.132940626,0.220993521,0.748917294
ENSG00000233224,HIST1H2AM,protein_coding,"histone cluster 1, H2am [Source:HGNC Symbol;Acc:4735]",-0.449767719,0.005415728,0.09096118,-0.274951081,0.067265909,0.41549068,0.174816638,0.162957009,0.700015518
ENSG00000134086,VHL,protein_coding,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12687]",-0.317647033,0.005438968,0.091254446,-0.296098218,0.006993261,0.186502708,0.021548815,0.803641178,0.961690712
ENSG00000237945,LINC00649,antisense,long intergenic non-protein coding RNA 649 [Source:HGNC Symbol;Acc:44305],0.766648764,0.005455876,0.091368275,0.155493261,0.521766631,0.823600436,-0.611155502,0.008750382,0.274109177
ENSG00000124659,TBCC,protein_coding,tubulin folding cofactor C [Source:HGNC Symbol;Acc:11580],-0.342552042,0.005457327,0.091368275,-0.189613478,0.105925182,0.486521268,0.152938564,0.092036721,0.602872054
ENSG00000145592,RPL37,protein_coding,ribosomal protein L37 [Source:HGNC Symbol;Acc:10347],-0.339508391,0.005491499,0.091842987,-0.24048553,0.035788845,0.338834576,0.099022861,0.292749774,0.791020611
ENSG00000170802,FOXN2,protein_coding,forkhead box N2 [Source:HGNC Symbol;Acc:5281],0.380252934,0.005498444,0.091861828,0.212632836,0.095268601,0.471494915,-0.167620097,0.112275784,0.633245193
ENSG00000183258,DDX41,protein_coding,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 [Source:HGNC Symbol;Acc:18674],-0.276819632,0.005524037,0.092097877,-0.140028504,0.129458003,0.519074739,0.136791128,0.077449334,0.583104477
ENSG00000121022,COPS5,protein_coding,COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:2240],-0.256268157,0.005524239,0.092097877,-0.141526081,0.099019833,0.473942229,0.114742076,0.108009223,0.627283539
ENSG00000087258,GNAO1,protein_coding,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O [Source:HGNC Symbol;Acc:4389]",0.598601548,0.005556788,0.092371602,0.296038031,0.141779447,0.534494357,-0.302563517,0.066860243,0.555281173
ENSG00000184619,KRBA2,protein_coding,KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:26989],-0.43610454,0.005559795,0.092371602,-0.436261492,0.003900298,0.148023816,-0.000156952,0.998964313,0.999612658
ENSG00000160233,LRRC3,protein_coding,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:14965],0.731523218,0.005561301,0.092371602,0.424603975,0.084314281,0.453170555,-0.306919243,0.130417054,0.654193686
ENSG00000155363,MOV10,protein_coding,"Mov10, Moloney leukemia virus 10, homolog (mouse) [Source:HGNC Symbol;Acc:7200]",-0.363482979,0.005565005,0.092371602,-0.255763587,0.037141752,0.342720039,0.107719392,0.28657127,0.788542599
ENSG00000115211,EIF2B4,protein_coding,"eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa [Source:HGNC Symbol;Acc:3260]",-0.249145291,0.005569912,0.092371602,-0.204853046,0.016873048,0.253653798,0.044292245,0.513884441,0.889704498
ENSG00000134262,AP4B1,protein_coding,"adaptor-related protein complex 4, beta 1 subunit [Source:HGNC Symbol;Acc:572]",-0.332305453,0.005578038,0.092409303,-0.104066081,0.348717936,0.719869086,0.228239372,0.014337468,0.343267398
ENSG00000139620,KANSL2,protein_coding,KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:26024],-0.374627239,0.00559525,0.092597286,-0.287077522,0.025255665,0.296238065,0.087549717,0.392239268,0.842179916
ENSG00000196532,HIST1H3C,protein_coding,"histone cluster 1, H3c [Source:HGNC Symbol;Acc:4768]",2.373170814,0.005636409,0.093131536,0.183105347,0.819586567,0.951563115,-2.190065468,0.001014682,0.090052613
ENSG00000095564,BTAF1,protein_coding,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Source:HGNC Symbol;Acc:17307]",-0.339703399,0.005648211,0.093131536,-0.27958099,0.016164657,0.251306551,0.060122409,0.522484189,0.893953044
ENSG00000126088,UROD,protein_coding,uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:12591],-0.270205397,0.0056537,0.093131536,-0.249283727,0.008242551,0.197771113,0.02092167,0.774675319,0.956123179
ENSG00000115282,TTC31,protein_coding,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:25759],-0.362359754,0.005656258,0.093131536,-0.299687247,0.016074782,0.251306551,0.062672507,0.529287183,0.894920735
ENSG00000154310,TNIK,protein_coding,TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:30765],0.62091304,0.005657027,0.093131536,0.527018317,0.013558355,0.237925516,-0.093894723,0.583084761,0.912248352
ENSG00000155984,TMEM185A,protein_coding,transmembrane protein 185A [Source:HGNC Symbol;Acc:17125],0.383767323,0.005681522,0.093437366,0.320122994,0.016515229,0.251638662,-0.063644329,0.536964127,0.896130691
ENSG00000099331,MYO9B,protein_coding,myosin IXB [Source:HGNC Symbol;Acc:7609],0.259786988,0.005704345,0.093715095,0.1769029,0.043780674,0.360192435,-0.082884088,0.254025607,0.77230046
ENSG00000151914,DST,protein_coding,dystonin [Source:HGNC Symbol;Acc:1090],0.438218703,0.005740237,0.094128858,0.256972524,0.081733361,0.44846867,-0.181246179,0.139219258,0.663115656
ENSG00000141252,VPS53,protein_coding,vacuolar protein sorting 53 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25608],0.316637692,0.005750679,0.094128858,0.157213028,0.136999703,0.528320066,-0.159424664,0.075562329,0.576875269
ENSG00000165609,NUDT5,protein_coding,nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:HGNC Symbol;Acc:8052],-0.189248121,0.005751248,0.094128858,-0.199683928,0.002683327,0.122729721,-0.010435807,0.841904662,0.970524381
ENSG00000164142,FAM160A1,protein_coding,"family with sequence similarity 160, member A1 [Source:HGNC Symbol;Acc:34237]",0.472127799,0.005756668,0.094128858,0.380770845,0.018568085,0.264823173,-0.091356954,0.485388502,0.881474328
ENSG00000196628,TCF4,protein_coding,transcription factor 4 [Source:HGNC Symbol;Acc:11634],0.285418534,0.005759341,0.094128858,0.143032941,0.133447994,0.524229142,-0.142385593,0.078378283,0.583870924
