ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000186777,ZNF732,protein_coding,zinc finger protein 732 [Source:HGNC Symbol;Acc:37138],-0.486054314,0.065199104,0.591042352,-0.009484972,0.970519982,0.999945608,0.476569342,0.07020945,0.524283126
ENSG00000143507,DUSP10,protein_coding,dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:3065],0.320095605,0.065256589,0.591042352,0.155742282,0.34694544,0.999945608,-0.164353323,0.345532674,0.848431141
ENSG00000129422,MTUS1,protein_coding,microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789],-0.592145487,0.065317051,0.591042352,0.27852531,0.376987072,0.999945608,0.870670796,0.008539255,0.234396641
ENSG00000117616,C1orf63,protein_coding,chromosome 1 open reading frame 63 [Source:HGNC Symbol;Acc:25234],0.277144712,0.065411447,0.591042352,0.153131176,0.285488886,0.999945608,-0.124013536,0.411515497,0.873360362
ENSG00000109794,FAM149A,protein_coding,"family with sequence similarity 149, member A [Source:HGNC Symbol;Acc:24527]",0.352633834,0.065434242,0.591042352,-0.181047968,0.320076084,0.999945608,-0.533681803,0.008613758,0.234524927
ENSG00000147251,DOCK11,protein_coding,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:23483],0.219897142,0.06547641,0.591042352,-0.030309592,0.789768208,0.999945608,-0.250206734,0.041462638,0.438671763
ENSG00000055044,NOP58,protein_coding,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:29926],-0.193132868,0.065511123,0.591042352,-0.043134127,0.667690153,0.999945608,0.149998741,0.154402173,0.686032368
ENSG00000184368,MAP7D2,protein_coding,MAP7 domain containing 2 [Source:HGNC Symbol;Acc:25899],-0.728385759,0.065512742,0.591042352,-0.576070108,0.153713098,0.999945608,0.152315652,0.681694513,0.949389458
ENSG00000140284,SLC27A2,protein_coding,"solute carrier family 27 (fatty acid transporter), member 2 [Source:HGNC Symbol;Acc:10996]",-0.641847001,0.065555128,0.591042352,-0.392728173,0.215627864,0.999945608,0.249118828,0.490462651,0.897105178
ENSG00000083814,ZNF671,protein_coding,zinc finger protein 671 [Source:HGNC Symbol;Acc:26279],-0.207645352,0.065569027,0.591042352,0.099030478,0.364828338,0.999945608,0.306675829,0.009086923,0.238441648
ENSG00000132122,SPATA6,protein_coding,spermatogenesis associated 6 [Source:HGNC Symbol;Acc:18309],0.200714681,0.065591154,0.591042352,0.216973076,0.039391328,0.999945608,0.016258395,0.882465252,0.982626828
ENSG00000137726,FXYD6,protein_coding,FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:4030],-0.198449778,0.065608223,0.591042352,0.146194262,0.163578171,0.999945608,0.34464404,0.002755919,0.137949979
ENSG00000091664,SLC17A6,protein_coding,"solute carrier family 17 (vesicular glutamate transporter), member 6 [Source:HGNC Symbol;Acc:16703]",0.431978948,0.065682388,0.591042352,-0.210136556,0.358280685,0.999945608,-0.642115504,0.008417699,0.232668323
ENSG00000249471,ZNF324B,protein_coding,zinc finger protein 324B [Source:HGNC Symbol;Acc:33107],-0.240300517,0.065812847,0.591042352,-0.19183335,0.134543599,0.999945608,0.048467167,0.705735663,0.952683167
ENSG00000164713,BRI3,protein_coding,brain protein I3 [Source:HGNC Symbol;Acc:1109],0.142919912,0.065820232,0.591042352,0.056586705,0.443001022,0.999945608,-0.086333207,0.270275577,0.810886452
ENSG00000160284,SPATC1L,protein_coding,spermatogenesis and centriole associated 1-like [Source:HGNC Symbol;Acc:1298],-0.45382679,0.065950358,0.591042352,-0.488744306,0.051062444,0.999945608,-0.034917516,0.88313551,0.982626828
ENSG00000124593,PRICKLE4,protein_coding,prickle homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:16805],0.232637999,0.066040998,0.591042352,0.052205286,0.654907316,0.999945608,-0.180432714,0.167576284,0.699539991
ENSG00000111412,C12orf49,protein_coding,chromosome 12 open reading frame 49 [Source:HGNC Symbol;Acc:26128],0.19689295,0.066069204,0.591042352,0.103446507,0.316801305,0.999945608,-0.093446443,0.380147064,0.861457027
ENSG00000170581,STAT2,protein_coding,"signal transducer and activator of transcription 2, 113kDa [Source:HGNC Symbol;Acc:11363]",0.194075093,0.066126242,0.591042352,-0.008326352,0.933639824,0.999945608,-0.202401445,0.061933182,0.507284415
ENSG00000185164,NOMO2,protein_coding,NODAL modulator 2 [Source:HGNC Symbol;Acc:22652],0.218362753,0.066166991,0.591042352,0.022888248,0.839754569,0.999945608,-0.195474505,0.104856471,0.600368992
ENSG00000066422,ZBTB11,protein_coding,zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:16740],0.144364349,0.066319429,0.591042352,0.040229247,0.593499325,0.999945608,-0.104135101,0.186427508,0.72209662
ENSG00000130787,HIP1R,protein_coding,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:18415],-0.321143018,0.066350835,0.591042352,0.168113032,0.32321955,0.999945608,0.48925605,0.007365412,0.22556339
ENSG00000244227,RP11-298O21.5,lincRNA,,0.869829641,0.066416187,0.591042352,0.099989003,0.808257639,0.999945608,-0.769840638,0.129364283,0.645716645
ENSG00000141519,CCDC40,protein_coding,coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:26090],-0.299406218,0.066429625,0.591042352,0.035029405,0.818967211,0.999945608,0.334435623,0.048285147,0.461701148
ENSG00000213599,SLX1A-SULT1A3,processed_transcript,SLX1A-SULT1A3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:44437],0.814887637,0.066470805,0.591042352,0.335873025,0.414338564,0.999945608,-0.479014612,0.293044833,0.824637932
ENSG00000153253,SCN3A,protein_coding,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",-0.322292136,0.066529618,0.591042352,0.012003455,0.943918959,0.999945608,0.334295591,0.058064039,0.494853557
ENSG00000260248,RP11-143K11.1,lincRNA,,0.751041028,0.066559567,0.591042352,-0.472347406,0.222427918,0.999945608,-1.223388434,0.005558,0.196435345
ENSG00000143333,RGS16,protein_coding,regulator of G-protein signaling 16 [Source:HGNC Symbol;Acc:9997],0.453044314,0.066566195,0.591042352,-0.718562982,0.004548991,0.509168456,-1.171607297,3.88E-05,0.010278021
ENSG00000267041,ZNF850,protein_coding,zinc finger protein 850 [Source:HGNC Symbol;Acc:27994],-0.548568861,0.066591499,0.591042352,0.216092053,0.459977159,0.999945608,0.764660914,0.012684777,0.267457961
ENSG00000174652,ZNF266,protein_coding,zinc finger protein 266 [Source:HGNC Symbol;Acc:13059],0.180394542,0.066685245,0.591042352,0.078418591,0.404916409,0.999945608,-0.101975951,0.300501182,0.825844628
ENSG00000197296,FITM2,protein_coding,fat storage-inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:16135],-0.239879132,0.066789595,0.591042352,-0.083981336,0.509378039,0.999945608,0.155897797,0.227913288,0.771782548
ENSG00000235447,RP1-279N11.1,pseudogene,,0.30297256,0.066795838,0.591042352,0.19260395,0.227554204,0.999945608,-0.11036861,0.501699054,0.902421989
ENSG00000150551,LYPD1,protein_coding,LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:28431],0.653127758,0.066877714,0.591042352,-0.111251441,0.737577899,0.999945608,-0.764379199,0.040531288,0.435944141
ENSG00000152556,PFKM,protein_coding,"phosphofructokinase, muscle [Source:HGNC Symbol;Acc:8877]",-0.155503975,0.066934318,0.591042352,-0.088284304,0.281500392,0.999945608,0.067219671,0.425249455,0.876649072
ENSG00000100314,CABP7,protein_coding,calcium binding protein 7 [Source:HGNC Symbol;Acc:20834],0.58674978,0.066962311,0.591042352,-0.067655106,0.820738604,0.999945608,-0.654404887,0.050093124,0.465854325
ENSG00000040608,RTN4R,protein_coding,reticulon 4 receptor [Source:HGNC Symbol;Acc:18601],0.414266567,0.067001013,0.591042352,-0.214597517,0.324947548,0.999945608,-0.628864084,0.008162444,0.229682117
ENSG00000267904,CTC-429P9.5,sense_intronic,,-0.48056967,0.067036452,0.591042352,-0.28862669,0.259239225,0.999945608,0.191942979,0.457713828,0.887491022
ENSG00000249936,RAC1P2,pseudogene,ras-related C3 botulinum toxin substrate 1 pseudogene 2 [Source:HGNC Symbol;Acc:31414],-0.500454161,0.067064716,0.591042352,-0.229263157,0.392287071,0.999945608,0.271191004,0.310774492,0.829306327
ENSG00000023318,ERP44,protein_coding,endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:18311],0.151228234,0.067094053,0.591042352,0.068079595,0.389001796,0.999945608,-0.083148638,0.314738906,0.832759074
ENSG00000005893,LAMP2,protein_coding,lysosomal-associated membrane protein 2 [Source:HGNC Symbol;Acc:6501],0.152033734,0.067104286,0.591042352,-0.03252155,0.681647853,0.999945608,-0.184555284,0.03118607,0.389433598
ENSG00000146729,GBAS,protein_coding,glioblastoma amplified sequence [Source:HGNC Symbol;Acc:4179],0.239456724,0.067118202,0.591042352,0.276889483,0.032554293,0.999945608,0.037432759,0.773111314,0.966269866
ENSG00000161542,PRPSAP1,protein_coding,phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:HGNC Symbol;Acc:9466],0.200008699,0.067194761,0.591042352,0.113925517,0.276246367,0.999945608,-0.086083182,0.431134993,0.878640413
ENSG00000204128,C2orf72,protein_coding,chromosome 2 open reading frame 72 [Source:HGNC Symbol;Acc:27418],-0.743751685,0.067216578,0.591042352,0.342705974,0.395422548,0.999945608,1.086457659,0.008647646,0.234524927
ENSG00000170899,GSTA4,protein_coding,glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:4629],0.183024422,0.067258858,0.591042352,0.11957092,0.216686322,0.999945608,-0.063453502,0.522675104,0.908068285
ENSG00000130204,TOMM40,protein_coding,translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:HGNC Symbol;Acc:18001],-0.163352892,0.06742837,0.591042352,0.034181879,0.689202974,0.999945608,0.197534772,0.031690033,0.391585759
ENSG00000273247,RP11-83A24.2,antisense,,0.314315433,0.067480814,0.591042352,0.108174887,0.501400033,0.999945608,-0.206140547,0.239868105,0.780324612
ENSG00000069712,KIAA1107,protein_coding,KIAA1107 [Source:HGNC Symbol;Acc:29192],-0.271213967,0.067611739,0.591042352,-0.167716814,0.252443741,0.999945608,0.103497153,0.473475687,0.892426597
ENSG00000185864,NPIPB4,protein_coding,"nuclear pore complex interacting protein family, member B4 [Source:HGNC Symbol;Acc:41985]",0.506576579,0.067624673,0.591042352,-0.112141167,0.669336789,0.999945608,-0.618717746,0.031597284,0.391243133
ENSG00000180581,SRP9P1,pseudogene,signal recognition particle 9 pseudogene 1 [Source:HGNC Symbol;Acc:23402],-0.444317908,0.067726459,0.591042352,-0.108802238,0.644050417,0.999945608,0.33551567,0.165640291,0.697269535
ENSG00000158793,NIT1,protein_coding,nitrilase 1 [Source:HGNC Symbol;Acc:7828],0.196197775,0.067748599,0.591042352,-0.018526921,0.854991723,0.999945608,-0.214724696,0.052821537,0.475175257
ENSG00000179454,KLHL28,protein_coding,kelch-like family member 28 [Source:HGNC Symbol;Acc:19741],0.147467294,0.067770503,0.591042352,-0.039049122,0.614727866,0.999945608,-0.186516416,0.024935462,0.359632155
ENSG00000148296,SURF6,protein_coding,surfeit 6 [Source:HGNC Symbol;Acc:11478],-0.261826148,0.067803877,0.591042352,-0.184173276,0.185642401,0.999945608,0.077652871,0.584641442,0.928043765
ENSG00000202077,RNU1-60P,snRNA,"RNA, U1 small nuclear 60, pseudogene [Source:HGNC Symbol;Acc:48402]",-1.041851879,0.067821406,0.591042352,-0.701054306,0.225038897,0.999945608,0.340797573,0.527661634,0.909085041
ENSG00000138459,SLC35A5,protein_coding,"solute carrier family 35, member A5 [Source:HGNC Symbol;Acc:20792]",0.158284111,0.067861475,0.591042352,-0.010805005,0.895877027,0.999945608,-0.169089116,0.05671362,0.490297066
ENSG00000204305,AGER,protein_coding,advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320],-0.398074093,0.067865052,0.591042352,0.064462302,0.761745866,0.999945608,0.462536395,0.035499718,0.416478041
ENSG00000232833,FAM27E3,protein_coding,"family with sequence similarity 27, member E3 [Source:HGNC Symbol;Acc:28655]",-0.477855691,0.067938785,0.591042352,-0.169353425,0.510262291,0.999945608,0.308502266,0.228404484,0.772715744
ENSG00000159164,SV2A,protein_coding,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:20566],-0.303441359,0.068001922,0.591042352,0.062179231,0.69815894,0.999945608,0.36562059,0.031511597,0.391243133
ENSG00000184500,PROS1,protein_coding,protein S (alpha) [Source:HGNC Symbol;Acc:9456],0.477069442,0.068003298,0.591042352,-0.082251265,0.731541937,0.999945608,-0.559320708,0.043098914,0.443766086
ENSG00000186019,AC084219.4,antisense,,-0.523972467,0.068132193,0.591042352,0.614839723,0.037707356,0.999945608,1.13881219,0.000229119,0.03955795
ENSG00000213977,TAX1BP3,protein_coding,Tax1 (human T-cell leukemia virus type I) binding protein 3 [Source:HGNC Symbol;Acc:30684],0.346398732,0.068167681,0.591042352,0.209734811,0.246487435,0.999945608,-0.136663921,0.474067237,0.892426597
ENSG00000129562,DAD1,protein_coding,defender against cell death 1 [Source:HGNC Symbol;Acc:2664],0.17544353,0.068223913,0.591042352,0.042061704,0.646248174,0.999945608,-0.133381826,0.169673763,0.702995309
ENSG00000204954,C12orf73,protein_coding,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:34450],-0.244375311,0.068236138,0.591042352,-0.156229402,0.233821219,0.999945608,0.088145909,0.502930641,0.903409638
ENSG00000010219,DYRK4,protein_coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095],-0.176927655,0.068338157,0.591042352,-0.062003984,0.505833873,0.999945608,0.114923671,0.236518828,0.779576402
ENSG00000146938,NLGN4X,protein_coding,"neuroligin 4, X-linked [Source:HGNC Symbol;Acc:14287]",-0.269421747,0.068381854,0.591042352,-0.039984916,0.779095167,0.999945608,0.229436831,0.121477156,0.631395007
ENSG00000138286,FAM149B1,protein_coding,"family with sequence similarity 149, member B1 [Source:HGNC Symbol;Acc:29162]",0.142892105,0.068404142,0.591042352,0.042671593,0.567675531,0.999945608,-0.100220512,0.204891329,0.743487786
ENSG00000089737,DDX24,protein_coding,DEAD (Asp-Glu-Ala-Asp) box helicase 24 [Source:HGNC Symbol;Acc:13266],-0.167307701,0.068431439,0.591042352,-0.055038187,0.532023619,0.999945608,0.112269515,0.222100634,0.76775244
ENSG00000131791,PRKAB2,protein_coding,"protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:HGNC Symbol;Acc:9379]",0.15931728,0.068455643,0.591042352,0.019967728,0.812282504,0.999945608,-0.139349552,0.113031099,0.615560665
ENSG00000108840,HDAC5,protein_coding,histone deacetylase 5 [Source:HGNC Symbol;Acc:14068],0.211608218,0.068456875,0.591042352,0.11445102,0.306505312,0.999945608,-0.097157198,0.400741322,0.866253933
ENSG00000183283,DAZAP2,protein_coding,DAZ associated protein 2 [Source:HGNC Symbol;Acc:2684],0.212888475,0.068595453,0.591042352,0.107380682,0.340001676,0.999945608,-0.105507792,0.365077577,0.857429647
ENSG00000136699,SMPD4,protein_coding,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) [Source:HGNC Symbol;Acc:32949]",-0.147385949,0.068628827,0.591042352,-0.120211904,0.129185634,0.999945608,0.027174045,0.733629729,0.959043813
ENSG00000229852,RP11-398K22.12,antisense,,0.273572997,0.068629128,0.591042352,-0.194623385,0.176788499,0.999945608,-0.468196381,0.003787401,0.162875879
ENSG00000140807,NKD1,protein_coding,naked cuticle homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17045],0.460969544,0.068690161,0.591042352,-0.256750331,0.27374719,0.999945608,-0.717719876,0.008919517,0.236129336
ENSG00000204209,DAXX,protein_coding,death-domain associated protein [Source:HGNC Symbol;Acc:2681],-0.153543981,0.068696555,0.591042352,-0.122463171,0.139459153,0.999945608,0.031080809,0.707603727,0.953116893
ENSG00000009413,REV3L,protein_coding,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]",-0.215761936,0.06872443,0.591042352,0.16895928,0.143007348,0.999945608,0.384721216,0.002493256,0.134560463
ENSG00000164708,PGAM2,protein_coding,phosphoglycerate mutase 2 (muscle) [Source:HGNC Symbol;Acc:8889],0.786302631,0.068742311,0.591042352,-1.26943952,0.00316049,0.429624883,-2.055742151,5.43E-05,0.012677841
ENSG00000102931,ARL2BP,protein_coding,ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:17146],0.193447639,0.068752273,0.591042352,0.113827007,0.265864806,0.999945608,-0.079620632,0.452382548,0.88482673
ENSG00000069493,CLEC2D,protein_coding,"C-type lectin domain family 2, member D [Source:HGNC Symbol;Acc:14351]",0.434727341,0.068764536,0.591042352,0.143470069,0.526659819,0.999945608,-0.291257272,0.227626925,0.771544886
ENSG00000054793,ATP9A,protein_coding,"ATPase, class II, type 9A [Source:HGNC Symbol;Acc:13540]",-0.22536064,0.068772628,0.591042352,0.003951855,0.973380277,0.999945608,0.229312494,0.068727058,0.521826287
ENSG00000140743,CDR2,protein_coding,"cerebellar degeneration-related protein 2, 62kDa [Source:HGNC Symbol;Acc:1799]",0.254688599,0.068782429,0.591042352,-0.05842172,0.657782939,0.999945608,-0.313110319,0.031966533,0.393813143
ENSG00000104490,NCALD,protein_coding,neurocalcin delta [Source:HGNC Symbol;Acc:7655],0.309474117,0.068786191,0.591042352,-0.296701592,0.075391245,0.999945608,-0.606175709,0.001067356,0.096672438
ENSG00000071894,CPSF1,protein_coding,"cleavage and polyadenylation specific factor 1, 160kDa [Source:HGNC Symbol;Acc:2324]",-0.179495081,0.068828128,0.591042352,-0.103562105,0.277369156,0.999945608,0.075932977,0.438376455,0.879862913
ENSG00000105669,COPE,protein_coding,"coatomer protein complex, subunit epsilon [Source:HGNC Symbol;Acc:2234]",0.147362868,0.068848436,0.591042352,0.059568022,0.442544524,0.999945608,-0.087794846,0.279165919,0.817221208
ENSG00000083720,OXCT1,protein_coding,3-oxoacid CoA transferase 1 [Source:HGNC Symbol;Acc:8527],-0.416310933,0.068863157,0.591042352,-0.312814794,0.165078945,0.999945608,0.103496139,0.644051909,0.939217468
ENSG00000214194,LINC00998,protein_coding,long intergenic non-protein coding RNA 998 [Source:HGNC Symbol;Acc:48953],0.20008033,0.068961455,0.591293508,-0.023610413,0.819497154,0.999945608,-0.223690742,0.049868569,0.464854662
ENSG00000102858,MGRN1,protein_coding,"mahogunin ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:20254]",-0.164382666,0.068991688,0.591293508,-0.137835075,0.121434579,0.999945608,0.026547591,0.764882589,0.963829732
ENSG00000238227,C9orf69,protein_coding,chromosome 9 open reading frame 69 [Source:HGNC Symbol;Acc:31009],0.125644118,0.069158222,0.592294681,-0.070237988,0.287344505,0.999945608,-0.195882106,0.007672179,0.228613919
ENSG00000005249,PRKAR2B,protein_coding,"protein kinase, cAMP-dependent, regulatory, type II, beta [Source:HGNC Symbol;Acc:9392]",-0.232893511,0.069215895,0.592362755,0.129468471,0.298481496,0.999945608,0.362361982,0.006994764,0.22103083
ENSG00000204348,DXO,protein_coding,decapping exoribonuclease [Source:HGNC Symbol;Acc:2992],-0.140034592,0.069343971,0.593032827,-0.076008235,0.307246525,0.999945608,0.064026357,0.403564438,0.868122636
ENSG00000107745,MICU1,protein_coding,mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:1530],0.186772973,0.069394333,0.593037798,0.065087966,0.508898198,0.999945608,-0.121685007,0.237927126,0.77968796
ENSG00000244627,RP3-449O17.1,pseudogene,,0.31518833,0.069466581,0.593229663,0.170539502,0.294786531,0.999945608,-0.144648828,0.412972966,0.874621679
ENSG00000006071,ABCC8,protein_coding,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:HGNC Symbol;Acc:59]",-0.674519187,0.069648907,0.593890418,-0.116829237,0.751118734,0.999945608,0.557689949,0.123921768,0.637295002
ENSG00000070778,PTPN21,protein_coding,"protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:9651]",0.178418957,0.06965763,0.593890418,0.080891756,0.389886577,0.999945608,-0.097527201,0.322527965,0.837798352
ENSG00000048991,R3HDM1,protein_coding,R3H domain containing 1 [Source:HGNC Symbol;Acc:9757],-0.232393876,0.06973608,0.593890418,-0.078883409,0.526540358,0.999945608,0.153510467,0.226066664,0.771544886
ENSG00000130066,SAT1,protein_coding,spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:10540],0.3543405,0.069743758,0.593890418,-0.095187284,0.602199953,0.999945608,-0.449527784,0.028763603,0.373876087
ENSG00000273355,RP11-672L10.6,lincRNA,,0.52369208,0.069800664,0.593890418,-0.190838777,0.474340036,0.999945608,-0.714530857,0.020537196,0.327961955
ENSG00000157657,ZNF618,protein_coding,zinc finger protein 618 [Source:HGNC Symbol;Acc:29416],-0.285801495,0.069843069,0.593890418,-0.001262251,0.993375486,0.999945608,0.284539244,0.073685999,0.530436025
ENSG00000171791,BCL2,protein_coding,B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:990],0.432896771,0.069999631,0.594729394,-0.106052593,0.635359838,0.999945608,-0.538949364,0.031565065,0.391243133
ENSG00000131778,CHD1L,protein_coding,chromodomain helicase DNA binding protein 1-like [Source:HGNC Symbol;Acc:1916],0.191990433,0.07004158,0.594729394,0.131458921,0.19683121,0.999945608,-0.060531513,0.567729014,0.923956169
ENSG00000060491,OGFR,protein_coding,opioid growth factor receptor [Source:HGNC Symbol;Acc:15768],0.169155428,0.070212969,0.59576004,0.04379254,0.621677519,0.999945608,-0.125362888,0.184767447,0.719660655
ENSG00000175166,PSMD2,protein_coding,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:HGNC Symbol;Acc:9559]",-0.134801347,0.070348305,0.596144145,-0.075320218,0.29489198,0.999945608,0.059481128,0.422077009,0.876649072
ENSG00000196656,AC004057.1,pseudogene,,0.446028791,0.07064191,0.596144145,0.023709384,0.919538421,0.999945608,-0.422319407,0.092824081,0.573554606
ENSG00000172992,DCAKD,protein_coding,dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:26238],0.181002226,0.070646029,0.596144145,-0.002208556,0.981517976,0.999945608,-0.183210782,0.073122312,0.530192391
ENSG00000188428,BLOC1S5,protein_coding,"biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:18561]",0.176343492,0.070780079,0.596144145,-0.050043609,0.588830597,0.999945608,-0.226387101,0.02605605,0.364519753
ENSG00000180479,ZNF571,protein_coding,zinc finger protein 571 [Source:HGNC Symbol;Acc:25000],0.212282985,0.070786457,0.596144145,0.097097154,0.387743647,0.999945608,-0.115185831,0.328067602,0.839946131
ENSG00000124782,RREB1,protein_coding,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:10449],0.203428056,0.070917425,0.596144145,0.101419846,0.340214289,0.999945608,-0.10200821,0.371316753,0.858618605
ENSG00000129317,PUS7L,protein_coding,pseudouridylate synthase 7 homolog (S. cerevisiae)-like [Source:HGNC Symbol;Acc:25276],0.476402202,0.070925668,0.596144145,0.148224397,0.549994915,0.999945608,-0.328177804,0.222025554,0.76775244
ENSG00000186654,PRR5,protein_coding,proline rich 5 (renal) [Source:HGNC Symbol;Acc:31682],-0.356479255,0.071001443,0.596144145,0.020941645,0.91228542,0.999945608,0.3774209,0.059495923,0.499568085
ENSG00000147416,ATP6V1B2,protein_coding,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 [Source:HGNC Symbol;Acc:854]",-0.160888262,0.071017512,0.596144145,-0.083047736,0.333885223,0.999945608,0.077840526,0.380308646,0.861457027
ENSG00000137133,HINT2,protein_coding,histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:18344],0.170842993,0.071201968,0.596144145,0.094156781,0.29407594,0.999945608,-0.076686211,0.42267384,0.876649072
ENSG00000154957,ZNF18,protein_coding,zinc finger protein 18 [Source:HGNC Symbol;Acc:12969],0.203752041,0.071268707,0.596144145,0.052443901,0.623837049,0.999945608,-0.15130814,0.186815747,0.722497042
ENSG00000125970,RALY,protein_coding,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:15921],0.144369056,0.071348094,0.596144145,0.035993031,0.639045887,0.999945608,-0.108376025,0.177895745,0.713362009
ENSG00000141279,NPEPPS,protein_coding,aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:7900],0.172444575,0.071368624,0.596144145,0.101189549,0.273334094,0.999945608,-0.071255026,0.453781972,0.885402813
ENSG00000049130,KITLG,protein_coding,KIT ligand [Source:HGNC Symbol;Acc:6343],0.54803902,0.071398673,0.596144145,-0.004034102,0.988775604,0.999945608,-0.552073122,0.077355776,0.539783364
ENSG00000105053,VRK3,protein_coding,vaccinia related kinase 3 [Source:HGNC Symbol;Acc:18996],0.198997683,0.071401428,0.596144145,0.179678931,0.092312755,0.999945608,-0.019318753,0.861172407,0.980176622
ENSG00000237550,UBE2Q2P6,pseudogene,ubiquitin-conjugating enzyme E2Q family member 2 pseudogene 6 [Source:HGNC Symbol;Acc:49412],0.451361699,0.071420735,0.596144145,1.309650672,5.99E-06,0.005099765,0.858288972,0.0015165,0.11748721
ENSG00000188636,LDOC1L,protein_coding,"leucine zipper, down-regulated in cancer 1-like [Source:HGNC Symbol;Acc:13343]",-0.175721003,0.07147732,0.596144145,-0.120982617,0.201388197,0.999945608,0.054738385,0.570993307,0.924855396
ENSG00000198736,MSRB1,protein_coding,methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:14133],-0.252609712,0.071486646,0.596144145,0.104271841,0.440851542,0.999945608,0.356881553,0.014284816,0.280816852
ENSG00000185811,IKZF1,protein_coding,IKAROS family zinc finger 1 (Ikaros) [Source:HGNC Symbol;Acc:13176],0.465914055,0.071494766,0.596144145,-0.204665246,0.41028993,0.999945608,-0.670579301,0.01305599,0.27114
ENSG00000180616,SSTR2,protein_coding,somatostatin receptor 2 [Source:HGNC Symbol;Acc:11331],0.739008457,0.071544227,0.596144145,-0.694118244,0.07778907,0.999945608,-1.433126701,0.001530543,0.117634599
ENSG00000158483,FAM86C1,protein_coding,"family with sequence similarity 86, member C1 [Source:HGNC Symbol;Acc:25561]",-0.370843214,0.071582171,0.596144145,-0.213630235,0.286106576,0.999945608,0.157212979,0.439438449,0.880105455
ENSG00000261115,TMEM178B,protein_coding,transmembrane protein 178B [Source:HGNC Symbol;Acc:44112],-0.247292848,0.071628254,0.596144145,0.082226731,0.53820292,0.999945608,0.32951958,0.019176448,0.320561443
ENSG00000086289,EPDR1,protein_coding,ependymin related 1 [Source:HGNC Symbol;Acc:17572],0.375163758,0.071649188,0.596144145,-0.190702148,0.317334651,0.999945608,-0.565865906,0.012357365,0.266790939
ENSG00000163273,NPPC,protein_coding,natriuretic peptide C [Source:HGNC Symbol;Acc:7941],-0.800569067,0.071710732,0.596144145,0.515865221,0.24250053,0.999945608,1.316434289,0.004314548,0.176204493
ENSG00000111057,KRT18,protein_coding,keratin 18 [Source:HGNC Symbol;Acc:6430],0.887950434,0.07187782,0.596144145,-0.2005023,0.612241864,0.999945608,-1.088452734,0.049033692,0.462144589
ENSG00000244563,AC006011.4,pseudogene,,-0.933380635,0.071982591,0.596144145,-0.725767517,0.160173661,0.999945608,0.207613118,0.679582521,0.949389458
